r(x_rel=0.75)	t=0	t=1000	t=2000	t=3620
0	29866	21933.787	13684.524	2070.9997
0.20206897	29866	21926.353	13677.288	2065.4135
0.40413793	29866	21918.92	13670.052	2059.8177
0.6062069	29866	21908.518	13659.92	2051.9631
0.80827586	29866	21894.727	13646.477	2041.5075
1.0103448	29866	21877.41	13629.584	2028.3137
1.2124138	29866	21856.511	13609.177	2012.2945
1.4144828	29866	21832.005	13585.218	1993.3778
1.6165517	29866	21803.884	13557.684	1971.4946
1.8186207	29866	21772.148	13526.558	1946.5753
2.0206897	29866	21736.805	13491.827	1918.5484
2.2227586	29866	21697.868	13453.48	1887.3403
2.4248276	29866	21655.355	13411.506	1852.8762
2.6268966	29866	21609.288	13365.898	1815.0819
2.8289655	29866	21559.695	13316.648	1773.8855
3.0310345	29866	21506.608	13263.748	1729.2198
3.2331034	29866	21450.063	13207.193	1681.0255
3.4351724	29866	21390.103	13146.979	1629.2538
3.6372414	29866	21326.776	13083.104	1573.8695
3.8393103	29866	21260.136	13015.566	1514.8546
4.0413793	29866	21190.243	12944.367	1452.2107
4.2434483	29866	21117.165	12869.512	1385.962
4.4455172	29866	21040.976	12791.006	1316.1566
4.6475862	29866	20961.758	12708.86	1242.8672
4.8496552	29866	20879.6	12623.085	1166.1911
5.0517241	29866	20794.602	12533.697	1086.247
5.2537931	29866	20706.868	12440.714	1003.1718
5.4558621	29866	20616.512	12344.155	917.11395
5.657931	29866	20523.657	12244.043	828.22592
5.86	29866	20428.45	12140.425	736.67452
