r(x_rel=1)	t=0	t=1000	t=2000	t=3620
0	29866	20132.282	11046.535	1990.8686
0.20206897	29866	20126.362	11040.347	1985.3711
0.40413793	29866	20120.443	11034.163	1979.8706
0.6062069	29866	20112.161	11025.513	1972.1635
0.80827586	29866	20101.18	11014.052	1961.928
1.0103448	29866	20087.392	10999.673	1949.0486
1.2124138	29866	20070.754	10982.338	1933.463
1.4144828	29866	20051.244	10962.034	1915.1263
1.6165517	29866	20028.853	10938.765	1893.9991
1.8186207	29866	20003.578	10912.543	1870.0417
2.0206897	29866	19975.422	10883.386	1843.2114
2.2227586	29866	19944.388	10851.317	1813.461
2.4248276	29866	19910.479	10816.363	1780.7376
2.6268966	29866	19873.7	10778.556	1744.9828
2.8289655	29866	19834.057	10737.932	1706.1327
3.0310345	29866	19791.553	10694.527	1664.1189
3.2331034	29866	19746.192	10648.385	1618.8701
3.4351724	29866	19697.976	10599.55	1570.3145
3.6372414	29866	19646.906	10548.073	1518.383
3.8393103	29866	19592.983	10494.007	1463.0135
4.0413793	29866	19536.207	10437.408	1404.1552
4.2434483	29866	19476.575	10378.34	1341.7749
4.4455172	29866	19414.086	10316.867	1275.8628
4.6475862	29866	19348.736	10253.059	1206.4385
4.8496552	29866	19280.521	10186.99	1133.5571
5.0517241	29866	19209.438	10118.739	1057.3134
5.2537931	29866	19135.48	10048.385	977.84405
5.4558621	29866	19058.641	9976.0131	895.32572
5.657931	29866	18978.91	9901.7079	809.96846
5.86	29866	18896.289	9825.5729	722.02028
