r(x_rel=0.5)	t=0	t=1000	t=2000	t=3620
0	17038	20599.01	30078.547	46227.518
0.18	17038	20644.202	30132.125	46281.607
0.36	17038	20689.464	30185.704	46335.698
0.54	17038	20752.977	30260.719	46411.427
0.72	17038	20837.486	30360.234	46511.886
0.9	17038	20944.068	30485.273	46638.11
1.08	17038	21073.382	30636.307	46790.569
1.26	17038	21225.953	30813.591	46969.52
1.44	17038	21402.264	31017.28	47175.119
1.62	17038	21602.79	31247.478	47407.469
1.8	17038	21828.008	31504.256	47666.643
1.98	17038	22078.402	31787.668	47952.695
2.16	17038	22354.462	32097.753	48265.669
2.34	17038	22656.676	32434.542	48605.6
2.52	17038	22985.53	32798.059	48972.517
2.7	17038	23341.5	33188.325	49366.447
2.88	17038	23725.045	33605.354	49787.413
3.06	17038	24136.607	34049.161	50235.437
3.24	17038	24576.604	34519.758	50710.538
3.42	17038	25045.425	35017.154	51212.733
3.6	17038	25543.429	35541.359	51742.038
3.78	17038	26070.942	36092.38	52298.467
3.96	17038	26628.255	36670.224	52882.034
4.14	17038	27215.62	37274.898	53492.755
4.32	17038	27833.251	37906.409	54130.652
4.5	17038	28481.321	38564.771	54795.759
4.68	17038	29159.963	39250.007	55488.131
4.86	17038	29869.269	39962.15	56207.847
5.04	17038	30609.292	40701.25	56955.017
5.22	17038	31379.86	41467.187	57729.581
