r(x_rel=0)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
2.4248276	29866	29618.535	29040.149	27809.554	25366.94	24060.888	22546.281	20882.378	19422.915	16796.897	16095.12	15351.796	14552.976	13684.578	12738.113	2161.8009	1938.7762	3983.8569	4665.6321	5299.4538	6562.5285	9347.1424	10000.334	10617.896	11206.552	11777.819	12344.758	12919.391	13510.189	14122.624	14760.84	15428.835	16131.246	16873.771	17580.372
2.6268966	29866	29593.913	29008.573	27777.747	25334.931	24025.342	22503.937	20840.167	19388.112	16761.639	16058.077	15312.319	14510.332	13638.046	12687.459	2117.4577	1929.0433	4021.0408	4699.7836	5331.5179	6596.375	9382.2866	10033.451	10649.171	11236.542	11807.161	12374.152	12949.406	13541.182	14154.833	14794.465	15464.087	16168.384	16913.114	17621.87
2.8289655	29866	29566.652	28974.443	27743.431	25300.359	23986.886	22458.107	20794.749	19350.637	16723.537	16018.026	15269.617	14464.185	13587.68	12632.648	2070.6951	1921.1927	4061.087	4736.5284	5366.0822	6632.9848	9420.1427	10069.119	10682.868	11268.873	11838.818	12405.889	12981.829	13574.671	14189.641	14830.807	15502.193	16208.536	16955.657	17666.742
3.0310345	29866	29536.649	28937.747	27706.605	25263.216	23945.494	22408.757	20746.156	19310.505	16682.576	15974.948	15223.665	14414.504	13533.442	12573.648	2021.8738	1915.8854	4103.9743	4775.843	5403.1415	6672.3786	9460.695	10107.322	10718.978	11303.539	11872.789	12439.974	13016.668	13610.665	14227.06	14869.881	15543.17	16251.721	17001.423	17715.01
3.2331034	29866	29503.809	28898.479	27667.271	25223.493	23901.141	22355.857	20694.428	19267.732	16638.741	15928.823	15174.436	14361.255	13475.295	12510.422	1971.431	1913.8425	4149.6781	4817.7026	5442.691	6714.5784	9503.9261	10148.043	10757.487	11340.534	11909.073	12476.411	13053.933	13649.177	14267.102	14911.701	15587.034	16297.958	17050.433	17766.695
3.4351724	29866	29468.046	28856.629	27625.431	25181.181	23853.799	22299.37	20639.608	19222.334	16592.017	15879.63	15121.904	14304.405	13413.197	12442.934	1919.8973	1915.8416	4198.1702	4862.0806	5484.7261	6759.6073	9549.8168	10191.265	10798.384	11379.851	11947.669	12515.207	13093.632	13690.217	14309.782	14956.282	15633.803	16347.267	17102.711	17821.822
3.6372414	29866	29429.282	28812.193	27581.085	25136.269	23803.438	22239.261	20581.743	19174.326	16542.388	15827.346	15066.038	14243.915	13347.105	12371.145	1867.9176	1922.7081	4249.4189	4908.9495	5529.2429	6807.4901	9598.3464	10236.968	10841.656	11421.481	11988.577	12556.367	13135.776	13733.797	14355.113	15003.642	15683.494	16399.669	17158.282	17880.415
3.8393103	29866	29387.446	28765.165	27534.237	25088.748	23750.028	22175.493	20520.886	19123.724	16489.836	15771.946	15006.807	14179.746	13276.972	12295.016	1816.2779	1935.3014	4303.3884	4958.2807	5576.2388	6858.2528	9649.4924	10285.134	10887.287	11465.417	12031.797	12599.898	13180.374	13779.931	14403.11	15053.795	15736.129	16455.188	17217.172	17942.499
4.0413793	29866	29342.478	28715.541	27484.888	25038.604	23693.533	22108.027	20457.094	19070.543	16434.341	15713.405	14944.176	14111.855	13202.751	12214.505	1765.9404	1954.4917	4360.0389	5010.0452	5625.712	6911.9233	9703.2308	10335.74	10935.265	11511.651	12077.329	12645.806	13227.438	13828.632	14453.789	15106.762	15791.726	16513.847	17279.41	18008.1
4.2434483	29866	29294.324	28663.319	27433.039	24985.824	23633.919	22036.823	20390.431	19014.797	16375.885	15651.696	14878.111	14040.197	13124.389	12129.571	1718.0894	1981.1254	4419.3269	5064.2135	5677.6624	6968.5306	9759.5361	10388.765	10985.572	11560.174	12125.172	12694.098	13276.978	13879.914	14507.167	15162.559	15850.308	16575.672	17345.024	18077.247
4.4455172	29866	29242.941	28608.498	27378.694	24930.395	23571.145	21961.842	20320.964	18956.501	16314.446	15586.789	14808.572	13964.724	13041.834	12040.171	1674.1913	2015.9734	4481.2048	5120.756	5732.0917	7028.1053	9818.3813	10444.186	11038.195	11610.978	12175.329	12744.784	13329.008	13933.792	14563.26	15221.208	15911.898	16640.69	17414.046	18149.968
4.6475862	29866	29188.296	28551.078	27321.853	24872.301	23505.171	21883.043	20248.765	18895.666	16250	15518.653	14735.519	13885.386	12955.026	11946.26	1636.0731	2059.6566	4545.6211	5179.6436	5789.0035	7090.6794	9879.7377	10501.979	11093.117	11664.053	12227.8	12797.872	13383.54	13990.283	14622.088	15282.73	15976.52	16708.929	17486.509	18226.291
4.8496552	29866	29130.369	28491.063	27262.521	24811.524	23435.953	21800.384	20173.911	18832.304	16182.523	15447.256	14658.909	13802.13	12863.908	11847.796	1606.0264	2112.5389	4612.5206	5240.8478	5848.4037	7156.2865	9943.5755	10562.121	11150.322	11719.393	12282.588	12853.371	13440.589	14049.402	14683.669	15347.145	16044.2	16780.42	17562.446	18306.249
5.0517241	29866	29069.151	28428.454	27200.698	24748.045	23363.445	21713.828	20096.482	18766.424	16111.99	15372.561	14578.697	13714.898	12768.416	11744.735	1586.9423	2174.5781	4681.8452	5304.341	5910.3005	7224.9613	10009.863	10624.586	11209.794	11776.988	12339.695	12911.292	13500.168	14111.168	14748.023	15414.478	16114.964	16855.193	17641.895	18389.871
5.2537931	29866	29004.652	28363.257	27136.387	24681.844	23287.597	21623.335	20016.563	18698.037	16038.372	15294.532	14494.835	13623.631	12668.486	11637.033	1582.4894	2245.1183	4753.5335	5370.0973	5974.7051	7296.7396	10078.569	10689.349	11271.515	11836.831	12399.126	12971.646	13562.294	14175.599	14815.173	15484.753	16188.84	16933.282	17724.893	18477.189
5.4558621	29866	28936.892	28295.478	27069.591	24612.899	23208.356	21528.868	19934.24	18627.147	15961.64	15213.129	14407.27	13528.267	12564.05	11524.649	1597.3445	2322.6043	4827.5225	5438.0925	6041.6317	7371.6584	10149.658	10756.386	11335.468	11898.914	12460.884	13034.446	13626.982	14242.714	14885.139	15557.994	16265.858	17014.721	17811.479	18568.236
5.657931	29866	28865.909	28225.126	27000.31	24541.184	23125.667	21430.397	19849.598	18553.763	15881.762	15128.311	14315.95	13428.739	12455.037	11407.542	1637.4917	2404.1926	4903.7479	5508.3049	6111.0974	7449.7554	10223.097	10825.67	11401.638	11963.231	12524.976	13099.704	13694.25	14312.534	14957.947	15634.23	16346.05	17099.549	17901.695	18663.045
5.86	29866	28791.771	28152.227	26928.565	24466.69	23039.493	21327.918	19762.743	18477.906	15798.726	15040.055	14220.841	13325.003	12341.405	11285.708	1710.4995	2485.2307	4982.1287	5580.6996	6183.106	7531.049	10298.831	10897.16	11469.991	12029.761	12591.393	13167.418	13764.099	14385.062	15033.6	15713.469	16429.427	17187.78	17995.561	18761.624
