r(x_rel=0.25)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29747.946	29207.832	27923.919	25355.178	23996.775	22447.232	20791.587	19324.792	16603.096	15877.302	15112.447	14296.685	13421.29	12487.72	2383.703	2011.0987	3791.5212	4503.4522	5168.6979	6475.7946	9321.673	9995.4322	10635.805	11248.808	11845.3	12437.762	13038.989	13658.958	14304.043	14978.649	15686.704	16432.264	17218.281	17955.613
0.20206897	29866	29744.751	29202.665	27918.592	25349.827	23990.874	22440.365	20785.001	19319.172	16597.25	15871.178	15105.948	14289.719	13413.808	12479.799	2376.4201	2007.654	3797.6035	4509.1129	5174.0219	6481.3583	9327.3912	10000.849	10640.953	11253.772	11850.176	12442.661	13044.01	13664.167	14309.479	14984.346	15692.693	16438.58	17224.936	17962.482
0.40413793	29866	29741.537	29197.496	27913.266	25344.476	23984.971	22433.496	20778.418	19313.553	16591.404	15865.052	15099.447	14282.752	13406.324	12471.875	2369.1483	2004.2491	3803.6845	4514.7717	5179.345	6486.9234	9333.1081	10006.265	10646.099	11258.735	11855.052	12447.56	13049.032	13669.376	14314.917	14990.043	15698.683	16444.897	17231.593	17969.351
0.6062069	29866	29736.992	29190.257	27905.811	25336.983	23976.703	22423.875	20769.207	19305.689	16583.217	15856.474	15090.343	14272.993	13395.842	12460.78	2358.9913	1999.5672	3812.1951	4522.6899	5186.7957	6494.7177	9341.1089	10013.844	10653.302	11265.682	11861.878	12454.419	13056.064	13676.671	14322.531	14998.022	15707.072	16453.743	17240.915	17978.969
0.80827586	29866	29730.888	29180.647	27895.921	25327.042	23965.728	22411.106	20756.998	19295.26	16572.353	15845.088	15078.259	14260.04	13381.929	12446.056	2345.5604	1993.5087	3823.4797	4533.1861	5196.6763	6505.0626	9351.7173	10023.893	10662.853	11274.896	11870.933	12463.52	13065.394	13686.352	14332.636	15008.611	15718.205	16465.484	17253.287	17991.73
1.0103448	29866	29723.099	29168.563	27883.497	25314.549	23951.928	22395.052	20741.676	19282.162	16558.698	15830.776	15063.066	14243.752	13364.435	12427.549	2328.7555	1986.1417	3837.6497	4546.362	5209.0855	6518.0688	9365.0377	10036.511	10674.848	11286.469	11882.308	12474.955	13077.122	13698.52	14345.338	15021.922	15732.2	16480.244	17268.839	18007.766
1.2124138	29866	29713.518	29153.953	27868.493	25299.456	23935.244	22375.647	20723.194	19266.351	16542.197	15813.477	15044.7	14224.062	13343.287	12405.182	2308.5646	1977.6091	3854.7521	4562.2583	5224.0664	6533.7905	9381.1144	10051.74	10689.326	11300.441	11896.046	12488.77	13091.292	13713.224	14360.689	15038.008	15749.115	16498.084	17287.635	18027.14
1.4144828	29866	29702.04	29136.786	27850.886	25281.736	23915.64	22352.851	20701.535	19247.805	16522.818	15793.157	15023.123	14200.925	13318.439	12378.914	2285.0191	1968.1089	3874.8084	4580.8916	5241.6402	6552.2609	9399.9672	10069.598	10706.308	11316.834	11912.169	12504.989	13107.932	13730.494	14378.718	15056.903	15768.984	16519.039	17309.713	18049.885
1.6165517	29866	29688.553	29117.038	27830.662	25261.37	23893.089	22326.633	20676.698	19226.513	16500.538	15769.791	14998.305	14174.311	13289.859	12348.713	2258.1803	1957.8894	3897.8272	4602.2663	5261.8175	6573.5044	9421.6042	10090.093	10725.803	11335.657	11930.689	12523.628	13127.06	13750.348	14399.447	15078.628	15791.83	16543.137	17335.099	18076.025
1.8186207	29866	29672.939	29094.69	27807.812	25238.346	23867.566	22296.971	20648.69	19202.469	16475.341	15743.357	14970.223	14144.191	13257.516	12314.555	2228.1359	1947.2493	3923.8096	4626.3794	5284.6037	6597.5411	9446.0268	10113.227	10747.813	11356.916	11951.614	12544.698	13148.69	13772.802	14422.892	15103.203	15817.675	16570.398	17363.815	18105.575
2.0206897	29866	29655.079	29069.725	27782.332	25212.653	23839.05	22263.843	20617.525	19175.674	16447.212	15713.838	14938.854	14110.541	13221.387	12276.422	2194.9998	1936.5391	3952.7518	4653.2231	5310.0005	6624.3892	9473.2316	10138.995	10772.338	11380.614	11974.951	12568.208	13172.833	13797.869	14449.07	15130.643	15846.535	16600.842	17395.879	18138.547
2.2227586	29866	29634.849	29042.129	27754.218	25184.282	23807.52	22227.23	20583.221	19146.127	16416.136	15681.216	14904.179	14073.336	13181.445	12234.295	2158.9152	1926.1642	3984.6459	4682.786	5338.0078	6654.0665	9503.2123	10167.393	10799.375	11406.749	12000.703	12594.166	13199.5	13825.562	14477.992	15160.962	15878.426	16634.486	17431.309	18174.949
2.4248276	29866	29612.125	29011.887	27723.468	25153.223	23772.954	22187.112	20545.803	19113.833	16382.101	15645.474	14866.174	14032.551	13137.667	12188.156	2120.0587	1916.5873	4019.4807	4715.0536	5368.6244	6686.5906	9535.9596	10198.412	10828.919	11435.322	12028.871	12622.579	13228.701	13855.893	14509.672	15194.177	15913.365	16671.347	17470.121	18214.791
