r(x_rel=0.25)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	17038	17038.005	17039.974	17209.989	19186.896	20781.613	22573.28	24470.604	26420.971	30390.218	31392.572	32398.574	33407.733	34419.383	35432.814	46577.279	47182.601	50182.134	50598.186	50696.264	50118.738	47249.998	46362.299	45440.152	44495.5	43535.224	42563.754	41583.791	40596.961	39604.387	38607.103	37606.263	36603.142	35598.989	34695.209
0.18	17038	17038.007	17040.403	17221.166	19226.668	20828.117	22623.52	24522.797	26474.086	30444.251	31446.811	32452.999	33462.311	34474.074	35487.581	46631.789	47237.044	50212.763	50611.136	50692.591	50091.525	47202.881	46313.137	45389.583	44443.956	43482.994	42511.018	41530.655	40543.49	39550.635	38553.129	37552.133	36548.927	35544.752	34640.991
0.36	17038	17038.009	17040.87	17232.581	19266.557	20874.686	22673.796	24575.008	26527.209	30498.29	31501.056	32507.429	33516.892	34528.767	35542.349	46686.297	47291.484	50242.926	50623.596	50688.509	50064.081	47155.701	46263.931	45338.984	44392.391	43430.749	42458.27	41477.509	40490.011	39496.877	38499.15	37498	36494.711	35490.517	34586.774
0.54	17038	17038.014	17041.605	17249.072	19322.647	20940.023	22744.257	24648.14	26601.599	30573.957	31577.009	32583.64	33593.313	34605.343	35619.028	46762.606	47367.689	50284.159	50640.001	50681.928	50025.17	47089.514	46194.947	45268.079	44320.155	43357.574	42384.399	41403.083	40415.122	39421.6	38423.568	37422.207	36418.806	35414.587	34510.873
0.72	17038	17038.022	17042.74	17271.859	19397.485	21026.936	22837.859	24745.216	26700.309	30674.353	31677.785	32684.754	33694.7	34706.932	35720.75	46863.826	47468.76	50337.078	50659.93	50671.678	49972.693	47001.481	46103.275	45173.909	44224.253	43260.448	42286.362	41304.319	40315.749	39321.719	38323.287	37321.654	36318.111	35313.865	34410.191
0.9	17038	17038.036	17044.447	17301.951	19492.192	21136.519	22955.669	24867.284	26824.376	30800.526	31804.432	32811.821	33822.106	34834.584	35848.564	46990.99	47595.716	50400.704	50682.061	50656.401	49905.409	46890.507	45987.838	45055.413	44103.635	43138.328	42163.117	41180.174	40190.847	39196.186	38197.263	37195.299	36191.591	35187.318	34283.7
1.08	17038	17038.063	17046.974	17340.465	19607.564	21269.427	23098.261	25014.861	26974.291	30952.968	31957.443	32965.332	33976.016	34988.783	36002.949	47144.564	47749	50473.291	50704.539	50634.472	49822.189	46755.94	45848.043	44912.037	43957.775	42990.702	42014.163	41030.147	40039.92	39044.51	38045.01	37042.663	36038.77	35034.48	34130.934
1.26	17038	17038.11	17050.678	17388.704	19744.318	21426.177	23266.029	25188.267	27150.338	31131.959	32137.095	33145.561	34156.7	35169.793	36184.168	47324.794	47928.829	50552.504	50725.075	50603.989	49721.852	46597.276	45683.461	44743.407	43786.336	42817.256	41839.196	40853.947	39862.68	38866.41	37866.253	36863.482	35859.395	34855.099	33951.646
1.44	17038	17038.197	17056.064	17448.18	19903.171	21607.24	23459.298	25387.735	27352.707	31337.683	32343.572	33352.686	34364.33	35377.78	36392.379	47531.821	48135.297	50635.475	50740.995	50562.797	49603.131	46414.064	45493.731	44549.228	43589.065	42617.765	41638.007	40651.369	39658.931	38661.697	37660.815	36657.588	35653.308	34649.029	33745.691
1.62	17038	17038.354	17063.839	17520.626	20084.864	21813.078	23678.356	25613.451	27581.541	31570.278	32577.005	33586.831	34599.024	35612.857	36627.691	47765.732	48368.421	50718.824	50749.284	50508.517	49464.665	46205.865	45278.521	44329.241	43365.751	42392.046	41410.428	40422.258	39428.526	38430.235	37428.573	36424.872	35420.411	34416.177	33512.98
