r(x_rel=1)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29687.669	28798.812	26505.81	21878.83	20110.517	18634.262	16925.519	14871.181	11037.985	10330.325	9722.6375	9187.4181	8694.5182	8213.9445	2119.982	1869.7391	4405.9278	5469.4183	6644.3399	8851.8573	13013.013	14302.04	15688.578	17111.688	18457.684	19602.805	20542.699	21386.061	22226.164	23099.962	24013.598	24962.355	25938.415	26833.187
0.20206897	29866	29682.737	28789.941	26496.04	21870.264	20104.307	18628.048	16917.611	14862.317	11031.699	10324.955	9717.9898	9183.242	8690.5659	8209.9678	2114.7608	1867.7071	4414.0622	5478.7939	6654.2837	8860.0768	13023.17	14313.164	15700.332	17123.4	18468.15	19611.236	20549.785	21392.874	22233.202	23107.34	24021.295	24970.312	25946.563	26841.446
0.40413793	29866	29677.771	28781.064	26486.271	21861.704	20098.101	18621.831	16909.701	14853.453	11025.417	10319.588	9713.3446	9179.0673	8686.6139	8205.9905	2109.5427	1865.7118	4422.2002	5488.1756	6664.2266	8868.2926	13033.332	14324.291	15712.088	17135.11	18478.609	19619.657	20556.868	21399.688	22240.24	23114.719	24028.994	24978.271	25954.711	26849.706
0.6062069	29866	29670.744	28768.624	26472.593	21849.731	20089.418	18613.122	16898.617	14841.043	11016.632	10312.083	9706.8465	9173.2256	8681.0822	8200.4208	2102.244	1862.9971	4433.6015	5501.3226	6678.1445	8879.7869	13047.568	14339.877	15728.55	17151.499	18493.233	19631.429	20566.778	21409.228	22250.098	23125.053	24039.776	24989.415	25966.12	26861.27
0.80827586	29866	29661.295	28752.102	26454.448	21833.869	20077.913	18601.558	16883.9	14824.581	11004.993	10302.139	9698.236	9165.4819	8673.7457	8193.0301	2092.5746	1859.5371	4448.7399	5518.7851	6696.6031	8895.0207	13066.471	14360.566	15750.394	17173.232	18512.602	19647.014	20579.914	21421.886	22263.179	23138.767	24054.082	25004.201	25981.256	26876.611
1.0103448	29866	29649.22	28731.312	26431.65	21813.97	20063.478	18587.013	16865.387	14803.897	10990.395	10289.667	9687.4323	9155.761	8664.5304	8183.7404	2080.447	1855.4185	4467.7832	5540.7608	6719.7881	8914.1387	13090.249	14386.581	15777.848	17200.524	18536.888	19666.544	20596.402	21437.792	22279.623	23156.006	24072.063	25022.784	26000.278	26895.889
1.2124138	29866	29634.342	28706.155	26404.112	21789.984	20046.073	18569.421	16842.994	14778.916	10972.801	10274.635	9674.4055	9144.0325	8653.4039	8172.5145	2065.8326	1850.787	4490.8186	5567.3551	6747.7805	8937.1973	13119.01	14418.032	15811.021	17233.468	18566.148	19690.058	20616.292	21457.008	22299.497	23176.84	24093.792	25045.237	26023.257	26919.175
1.4144828	29866	29616.48	28676.565	26371.79	21761.897	20025.683	18548.739	16816.664	14749.595	10952.201	10257.033	9659.1459	9130.2838	8640.3495	8159.3305	2048.7297	1845.8379	4517.9051	5598.6405	6780.6196	8964.2173	13152.825	14454.99	15849.975	17272.106	18600.387	19717.555	20639.604	21479.569	22322.839	23201.31	24119.31	25071.602	26050.236	26946.512
1.6165517	29866	29595.442	28642.487	26334.653	21729.718	20002.31	18524.934	16786.353	14715.912	10928.603	10236.869	9641.6547	9114.5112	8625.3582	8144.173	2029.1544	1840.815	4549.0913	5634.6769	6818.3242	8995.2012	13191.749	14497.505	15894.754	17316.455	18639.585	19749.011	20666.344	21505.497	22349.679	23229.445	24148.645	25101.905	26081.241	26977.922
1.8186207	29866	29571.02	28603.873	26292.684	21693.469	19975.962	18497.973	16752.022	14677.85	10902.023	10214.154	9621.9397	9096.7162	8608.4253	8127.0298	2007.1378	1836.0138	4584.4231	5675.5191	6860.9007	9030.1412	13235.834	14545.621	15945.386	17366.52	18683.702	19784.385	20696.509	21534.81	22380.038	23261.269	24181.82	25136.168	26116.29	27013.425
2.0206897	29866	29542.998	28560.678	26245.868	21653.182	19946.655	18467.828	16713.632	14635.4	10872.485	10188.909	9600.0132	9076.9036	8589.5482	8107.8902	1982.7275	1831.7848	4623.9475	5721.2204	6908.3468	9069.0222	13285.127	14599.377	16001.899	17422.294	18732.683	19823.628	20730.09	21567.519	22413.937	23296.8	24218.854	25174.407	26155.398	27053.033
2.2227586	29866	29511.15	28512.856	26194.196	21608.9	19914.405	18434.468	16671.145	14588.556	10840.019	10161.158	9575.8909	9055.0807	8568.7257	8086.7439	1955.9905	1828.5388	4667.7148	5771.8345	6960.653	9111.8242	13339.678	14658.813	16064.315	17483.762	18786.461	19866.683	20767.076	21603.639	22451.393	23336.059	24259.762	25216.637	26198.578	27096.757
2.4248276	29866	29475.244	28460.363	26137.658	21560.671	19879.234	18397.86	16624.521	14537.316	10804.659	10130.928	9549.5916	9031.2566	8545.9579	8063.5804	1927.0182	1826.7518	4715.7806	5827.4159	7017.8034	9158.5236	13399.536	14723.965	16132.653	17550.903	18844.958	19913.483	20807.454	21643.179	22492.425	23379.063	24304.562	25262.872	26245.84	27144.604
2.6268966	29866	29435.046	28403.154	26076.249	21508.552	19841.163	18357.97	16573.719	14481.678	10766.444	10098.252	9521.1363	9005.4418	8521.245	8038.3889	1895.933	1826.9702	4768.2064	5888.0201	7079.7759	9209.0941	13464.754	14794.872	16206.931	17623.688	18908.081	19963.957	20851.207	21686.152	22537.051	23425.83	24353.269	25313.124	26297.194	27196.583
2.8289655	29866	29390.326	28341.186	26009.963	21452.61	19800.218	18314.76	16518.694	14421.643	10725.417	10063.163	9490.5481	8977.648	8494.5875	8011.1575	1862.8982	1829.8159	4825.0613	5953.7035	7146.5418	9263.5073	13535.387	14871.576	16287.168	17702.081	18975.73	20018.029	20898.322	21732.569	22585.291	23476.379	24405.899	25367.406	26352.651	27252.701
3.0310345	29866	29340.854	28274.414	25938.793	21392.917	19756.42	18268.191	16459.403	14357.216	10681.625	10025.7	9457.852	8947.8879	8465.9861	7981.8737	1828.1294	1835.99	4886.4221	6024.5224	7218.0656	9321.7336	13611.492	14954.115	16373.38	17786.041	19047.79	20075.618	20948.782	21782.443	22637.164	23530.729	24462.468	25425.732	26412.219	27312.963
3.2331034	29866	29286.409	28202.796	25862.734	21329.553	19709.794	18218.219	16395.796	14288.401	10635.119	9985.9034	9423.0747	8916.1748	8435.4412	7950.5233	1791.9108	1846.2754	4952.3746	6100.5329	7294.3044	9383.7426	13693.132	15042.533	16465.582	17875.516	19124.137	20136.643	21002.573	21835.788	22692.69	23588.899	24522.993	25488.114	26475.907	27377.376
