r(x_rel=0.25)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
1.98	17038	17039.154	17090.764	17712.411	20519.882	22300.94	24194.948	26144.279	28119.066	32116.533	33125.177	34136.595	35149.985	36164.629	37179.944	48314.545	48914.493	50870.865	50729.608	50350.387	49122.727	45712.775	44770.374	43810.858	42840.21	41861.254	40875.499	39883.873	38887.219	37886.579	36883.242	35878.595	34873.857	33869.827	32966.99
2.16	17038	17040.083	17112.95	17836.219	20774.825	22583.903	24493	26449.661	28427.932	32430.346	33440.049	34452.325	35466.339	36481.391	37496.935	48629.352	49226.921	50930.339	50694.208	50240.885	48916.128	45427.022	44476.83	43512.032	42537.664	41555.928	40567.934	39574.413	38576.164	37574.268	36570.078	35565	34560.2	33556.347	32653.732
2.34	17038	17041.743	17143.767	17981.882	21055.832	22893.524	24817.898	26781.865	28763.656	32771.402	33782.223	34795.381	35810.024	36825.476	37841.231	48971.148	49565.194	50972.17	50636.698	50107.315	48683.718	45114.567	44156.57	43186.487	42208.37	41223.786	40233.46	39237.949	38238.03	37234.848	36229.82	35224.364	34219.567	33215.951	32313.581
2.52	17038	17044.683	17186.05	18151.965	21363.739	23230.274	25169.886	27141.006	29126.318	33139.781	34151.764	35165.819	36181.083	37196.916	38212.858	49339.921	49928.705	50991.025	50553.155	49946.786	48423.943	44775.001	43809.31	42834.02	41852.17	40864.695	39871.957	38874.374	37872.73	36868.25	35862.423	34856.662	33851.951	32848.633	31946.527
2.7	17038	17049.821	17243.3	18349.088	21699.373	23594.613	25549.193	27527.192	29516.001	33535.56	34548.736	35563.687	36579.552	37595.737	38611.835	49735.645	50316.513	50981.426	50439.668	49756.447	48135.279	44407.935	43434.78	42454.436	41468.91	40478.523	39483.309	38483.584	37480.178	36474.414	35467.853	34461.881	33457.351	32454.397	31552.565
2.88	17038	17058.67	17319.731	18575.859	22063.539	23986.982	25956.03	27940.52	29932.784	33958.815	34973.201	35989.03	37005.463	38021.961	39038.176	50158.268	50727.165	50937.881	50292.412	49533.531	47816.263	44013.007	43032.731	42047.553	41058.445	40065.139	39067.395	38065.476	37060.291	36053.286	35046.083	34040.017	33035.775	32033.25	31131.691
3.06	17038	17073.63	17420.268	18834.816	22457.011	24407.799	26390.587	28381.074	30376.749	34409.62	35425.213	36441.887	37458.841	38475.604	39491.891	50607.688	51158.433	50855.016	50107.714	49275.403	47465.513	43589.885	42602.938	41613.204	40620.632	39624.416	38624.1	37619.949	36612.995	35604.819	34597.097	33591.077	32587.24	31585.203	30683.898
3.24	17038	17098.387	17550.506	19128.367	22880.52	24857.449	26853.03	28848.931	30847.982	34888.047	35904.825	36922.293	37939.708	38956.678	39972.982	51083.718	51606.904	50727.709	49882.121	48979.605	47081.757	43138.281	42145.202	41151.237	40155.338	39156.226	38153.304	37146.904	36138.216	35128.975	34120.889	33115.076	32111.767	31110.27	30209.181
3.42	17038	17138.353	17716.592	19458.73	23334.741	25336.278	27343.494	29344.153	31346.571	35394.164	36412.083	37430.276	38448.08	39465.19	40481.451	51585.998	52067.384	50551.215	49612.457	48643.897	46663.848	42657.948	41659.355	40661.515	39662.433	38660.442	37654.893	36646.243	35635.892	34625.73	33617.466	32612.041	31609.387	30608.468	29707.524
3.6	17038	17201.076	17925.055	19827.89	23820.286	25844.585	27862.081	29866.795	31872.609	35928.036	36947.028	37965.858	38983.965	40001.14	41017.293	52113.831	52532.012	50321.269	49295.885	48266.295	46210.783	42148.69	41145.258	40143.917	39141.793	38136.941	37128.749	36117.877	35105.969	34095.071	33086.848	32082.008	31080.134	30079.809	29178.908
3.78	17038	17296.458	18182.546	20237.565	24337.692	26382.617	28408.858	30416.902	32426.2	36489.722	37509.694	38529.055	39547.368	40564.524	41580.498	52665.872	52989.004	50034.171	48929.953	47845.107	45721.724	41610.362	40602.807	39598.337	38593.299	37585.597	36574.761	35561.72	34548.403	33536.997	32529.07	31525.025	30524.048	29524.306	28623.299
3.96	17038	17436.616	18495.511	20689.189	24887.413	26950.565	28983.854	30994.513	33007.455	37079.273	38100.106	39119.875	40138.286	41155.336	42171.053	53239.501	53420.918	49686.847	48512.643	47378.957	45196.004	41042.875	40031.927	39024.68	38016.834	37006.287	35992.816	34977.696	33963.168	32951.53	31944.181	30941.15	29941.17	28941.963	28040.649
4.14	17038	17635.279	18869.784	21183.919	25469.813	27548.553	29587.057	31599.664	33616.497	37696.73	38718.28	39738.317	40756.711	41773.559	42788.939	53829.623	53802.428	49276.896	48042.401	46866.809	44633.142	40446.196	39432.575	38422.864	37412.283	36398.887	35382.809	34365.74	33350.252	32338.707	31332.248	30330.45	29331.544	28332.776	27430.888
4.32	17038	17906.829	19310.109	21722.649	26085.162	28176.639	30218.417	32232.391	34253.46	38342.126	39364.222	40384.375	41402.626	42419.175	43434.133	54426.31	54097.769	48802.63	47518.168	46307.979	44032.848	39820.343	38804.73	37792.811	36779.531	35763.275	34744.64	33725.802	32709.666	31698.589	30693.355	29693	28695.21	27696.729	26793.922
4.5	17038	18265.323	19819.64	22306.036	26733.628	28834.805	30877.845	32892.739	34918.497	39015.479	40037.928	41058.03	42076.01	43092.159	44106.605	55010.229	54258.617	48263.102	46939.392	45702.146	43395.025	39165.389	38148.395	37134.444	36118.46	35099.329	34078.218	33057.847	32041.444	31031.259	30027.599	29028.883	28032.205	27033.787	26129.624
4.68	17038	18723.773	20399.476	22934.525	27415.274	29522.96	31565.218	33580.759	35611.771	39716.795	40739.38	41759.257	42776.834	43792.48	44806.321	55543.701	54224.471	47658.125	46306.033	45049.348	42719.772	38481.448	37463.585	36447.687	35428.95	34406.928	33383.464	32361.868	31345.65	30336.826	29335.099	28338.183	27342.555	26343.893	25437.823
4.86	17038	19293.577	21048.339	23608.368	28130.059	30240.931	32280.385	34296.524	36333.463	40446.062	41468.548	42488.02	43505.062	44520.104	45533.241	55953.257	53930.568	46988.263	45618.555	44349.977	42007.381	37768.674	36750.321	35732.454	34710.876	33685.958	32660.312	31637.88	30622.377	29615.426	28615.983	27620.987	26626.273	25626.958	24718.301
5.04	17038	19983.789	21762.544	24327.615	28877.834	30988.462	33023.176	35040.129	37083.766	41203.253	42225.392	43244.277	44260.654	45274.99	46287.319	56095.545	53334.771	46254.784	44877.916	43604.761	41258.33	37027.246	36008.617	34988.652	33964.108	32936.308	31908.719	30885.935	29871.757	28867.221	27870.393	26877.375	25883.351	24882.855	23970.779
5.22	17038	20799.812	22536.156	25091.874	29658.148	31765.031	33793.24	35811.514	37862.694	41988.142	43009.671	44027.791	45043.377	46056.909	47068.32	55693.181	52488.28	45459.871	44085.771	42814.964	40473.482	36257.54	35238.654	34216.359	33188.7	32158.067	31128.857	30106.307	29094.137	28092.576	27098.657	26107.595	25113.93	24111.589	23195.091
