r(x_rel=0.25)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	17038	17038.005	17039.974	17209.989	19186.897	20781.616	22573.287	24470.614	26420.985	30390.243	31392.6	32398.606	33407.769	34419.422	35432.857	46577.401	47182.731	50182.29	50598.337	50696.403	50118.84	47250.022	46362.307	45440.146	44495.483	43535.198	42563.721	41583.753	40596.917	39604.337	38607.047	37606.201	36603.073	35598.915	34695.131
0.18	17038	17038.007	17040.403	17221.166	19226.67	20828.121	22623.527	24522.808	26474.1	30444.276	31446.839	32453.031	33462.346	34474.113	35487.624	46631.911	47237.175	50212.918	50611.286	50692.729	50091.627	47202.905	46313.144	45389.576	44443.939	43482.968	42510.985	41530.616	40543.445	39550.585	38553.073	37552.07	36548.858	35544.678	34640.913
0.36	17038	17038.009	17040.87	17232.581	19266.559	20874.69	22673.803	24575.019	26527.223	30498.315	31501.084	32507.461	33516.927	34528.806	35542.392	46686.421	47291.615	50243.081	50623.746	50688.646	50064.182	47155.723	46263.937	45338.976	44392.373	43430.723	42458.237	41477.469	40489.966	39496.826	38499.093	37497.937	36494.642	35490.442	34586.696
0.54	17038	17038.014	17041.605	17249.072	19322.649	20940.027	22744.264	24648.151	26601.613	30573.982	31577.038	32583.672	33593.349	34605.382	35619.071	46762.73	47367.822	50284.314	50640.151	50682.065	50025.269	47089.536	46194.952	45268.071	44320.136	43357.547	42384.365	41403.044	40415.077	39421.549	38423.51	37422.143	36418.737	35414.512	34510.794
0.72	17038	17038.022	17042.74	17271.859	19397.487	21026.94	22837.866	24745.227	26700.323	30674.378	31677.814	32684.786	33694.737	34706.972	35720.794	46863.952	47468.894	50337.234	50660.079	50671.812	49972.79	47001.501	46103.278	45173.899	44224.233	43260.42	42286.327	41304.279	40315.704	39321.667	38323.229	37321.589	36318.041	35313.789	34410.112
0.9	17038	17038.036	17044.447	17301.951	19492.194	21136.523	22955.677	24867.294	26824.39	30800.552	31804.462	32811.854	33822.143	34834.625	35848.609	46991.118	47595.851	50400.859	50682.208	50656.534	49905.504	46890.524	45987.84	45055.402	44103.614	43138.299	42163.082	41180.133	40190.801	39196.134	38197.204	37195.234	36191.52	35187.242	34283.621
1.08	17038	17038.063	17046.974	17340.465	19607.566	21269.431	23098.269	25014.872	26974.306	30952.994	31957.473	32965.366	33976.053	34988.824	36002.994	47144.694	47749.137	50473.445	50704.684	50634.602	49822.28	46755.954	45848.042	44912.024	43957.753	42990.672	42014.126	41030.106	40039.873	39044.457	38044.95	37042.598	36038.699	35034.403	34130.854
1.26	17038	17038.11	17050.678	17388.704	19744.321	21426.182	23266.037	25188.278	27150.353	31131.986	32137.126	33145.595	34156.738	35169.835	36184.214	47324.926	47928.968	50552.657	50725.218	50604.116	49721.94	46597.288	45683.458	44743.392	43786.312	42817.225	41839.159	40853.904	39862.631	38866.355	37866.192	36863.415	35859.322	34855.022	33951.566
1.44	17038	17038.197	17056.064	17448.18	19903.174	21607.245	23459.306	25387.747	27352.723	31337.711	32343.603	33352.721	34364.369	35377.823	36392.426	47531.956	48135.439	50635.627	50741.136	50562.92	49603.215	46414.072	45493.725	44549.211	43589.039	42617.733	41637.969	40651.325	39658.881	38661.641	37660.753	36657.52	35653.235	34648.951	33745.61
1.62	17038	17038.354	17063.839	17520.626	20084.866	21813.083	23678.365	25613.463	27581.557	31570.307	32577.037	33586.867	34599.064	35612.9	36627.738	47765.87	48368.567	50718.975	50749.422	50508.637	49464.744	46205.869	45278.512	44329.221	43365.723	42392.012	41410.389	40422.213	39428.475	38430.177	37428.509	36424.802	35420.336	34416.098	33512.898
1.8	17038	17038.639	17074.97	17607.987	20290.169	22044.158	23923.49	25865.592	27836.971	31829.883	32837.532	33848.132	34860.912	35875.148	36890.226	48026.723	48628.296	50798.831	50746.764	50438.697	49305.083	45972.248	45037.499	44083.18	43116.173	42139.901	41156.276	40166.435	39171.29	38171.854	37169.364	36165.18	35160.559	34156.403	33253.37
