r(x_rel=0.5)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
1.8	17038	17038.595	17071.424	17548.429	20107.862	21820.998	23663.885	25579.887	27538.109	31503.414	32497.016	33490.8	34484.889	35479.455	36474.634	47466.033	48064.807	50333.097	50358.461	50134.58	49162.252	46064.054	45165.61	44238.818	43291.789	42329.941	41357.511	40377.721	39392.829	38404.233	37412.658	36418.427	35421.727	34422.803	33522.221
1.98	17038	17039.075	17085.601	17642.666	20331.005	22072.111	23930.413	25855.401	27818.695	31786.927	32780.612	33774.457	34768.641	35763.346	36758.699	47752.047	48349.603	50422.229	50363.175	50069.946	49002.064	45817.443	44908.733	43974.268	43021.494	42055.43	41079.988	40098.095	39111.735	38122.064	37129.622	36134.623	35137.217	34137.665	33236.627
2.16	17038	17039.938	17105.46	17754.742	20578.965	22348.913	24223.181	26157.515	28126.03	32097.119	33090.879	34084.793	35079.089	36073.954	37069.505	48064.972	48660.643	50501.771	50352.448	49986.546	48819.394	45545.241	44625.885	43683.471	42724.765	41754.368	40775.848	39791.816	38803.959	37813.175	36819.816	35823.992	34825.825	33825.605	32924.093
2.34	17038	17041.481	17132.959	17887.085	20852.6	22651.887	24542.481	26486.412	28460.215	32434.017	33427.846	34421.839	35416.267	36411.316	37407.089	48404.838	48997.599	50566.931	50322.507	49881.483	48612.571	45246.887	44316.636	43366.097	42401.35	41426.567	40444.954	39458.78	38469.419	37477.496	36483.175	35486.47	34487.492	33486.566	32584.573
2.52	17038	17044.207	17170.566	18042.285	21152.764	22981.51	24888.604	26842.273	28821.346	32797.646	33791.536	34785.621	35780.204	36775.463	37771.483	48771.661	49359.942	50612.647	50269.485	49751.823	48379.917	44921.817	43980.555	43021.818	42051.005	41071.85	40087.177	39098.895	38108.039	37114.96	36119.634	35121.996	34122.159	33120.5	32218.027
2.7	17038	17048.967	17221.311	18223.056	21480.292	23338.252	25261.838	27225.27	29209.508	33188.021	34181.969	35176.163	36170.926	37166.424	38162.717	49165.443	49746.839	50633.672	50189.489	49594.635	48119.769	44569.477	43617.218	42650.316	41673.495	40690.047	39702.397	38712.07	37719.75	36725.503	35729.132	34730.511	33729.771	32727.361	31824.421
2.88	17038	17057.148	17288.814	18432.201	21835.99	23722.568	25662.463	27635.57	29624.777	33605.156	34599.161	35593.485	36588.459	37584.225	38580.818	49586.162	50156.994	50624.682	50078.654	49407.042	47830.506	44189.323	43226.215	42251.283	41268.597	40281.001	39290.504	38298.227	37304.486	36309.065	35311.609	34311.955	33310.277	32307.105	31403.73
3.06	17038	17070.95	17377.293	18672.554	22220.618	24134.893	26090.751	28073.331	30067.216	34049.061	35043.128	36037.608	37032.826	38028.892	39025.814	50033.749	50588.405	50580.394	49933.218	49186.263	47510.573	43780.835	42807.151	41824.427	40836.102	39844.568	38851.399	37857.293	36862.185	35865.584	34867.004	33866.272	32863.625	31859.695	30955.93
3.24	17038	17093.727	17491.524	18946.929	22634.886	24575.636	26546.963	28538.697	30536.878	34519.742	35513.884	36508.554	37504.051	38500.451	39497.729	50508.052	51037.997	50495.684	49749.576	48929.658	47158.504	43343.52	42359.655	41369.478	40375.822	39380.621	38384.997	37389.203	36392.788	35395.003	34395.258	33393.402	32389.766	31385.096	30481.01
3.42	17038	17130.372	17636.772	19258.049	23079.436	25045.18	27031.346	29031.8	31033.798	35017.208	36011.444	37006.342	38002.16	38998.928	39996.589	51008.759	51501.081	50365.691	49524.347	48634.773	46772.941	42876.918	41883.386	40886.19	39887.588	38889.05	37891.224	36893.9	35896.241	34897.26	33896.306	32893.289	31888.652	30883.278	29978.964
3.6	17038	17187.641	17818.689	19608.478	23554.841	25543.873	27544.127	29552.753	31557.998	35541.464	36535.826	37530.997	38527.177	39524.348	40522.421	51535.247	51970.556	50185.921	49254.429	48299.371	46352.657	42380.612	41378.036	40374.348	39371.261	38369.767	37370.022	36371.337	35372.49	34372.296	33370.088	32365.874	31360.239	30354.218	29449.799
3.78	17038	17274.274	18043.191	20000.553	24061.594	26072.027	28085.517	30101.649	32109.481	36092.518	37087.047	38082.542	39079.129	40076.739	41075.249	52086.296	52435.769	49952.328	48937.054	47921.475	45896.567	41854.228	40843.335	39833.77	38826.726	37822.706	36821.348	35821.47	34821.484	33820.049	32816.538	31811.1	30804.485	29797.899	28893.531
3.96	17038	17400.747	18316.321	20436.306	24600.103	26629.917	28655.702	30678.557	32688.229	36670.379	37665.129	38661.004	39658.045	40656.128	41655.101	52659.529	52880.959	49661.385	48569.838	47499.395	45403.748	41297.448	40279.057	39264.311	38253.902	37247.823	36245.173	35244.265	34243.171	33240.455	32235.59	31228.911	30221.354	29214.313	28310.197
4.14	17038	17578.564	18644.089	20917.404	25170.69	27217.783	29254.844	31283.52	33294.206	37275.059	38270.094	39266.411	40263.954	41262.544	42262.001	53250.317	53283.237	49310.148	48150.822	47031.751	44873.442	40710.007	39685.025	38665.87	37652.742	36645.101	35641.483	34639.692	33637.499	32633.447	31627.179	30619.253	29610.815	28603.464	27699.85
4.32	17038	17819.23	19032.309	21445.098	25773.586	27835.822	29883.079	31916.551	33927.355	37906.576	38901.972	39898.796	40896.887	41896.015	42895.978	53849.654	53610.295	48896.316	47678.5	46517.493	44305.072	40091.7	39061.113	38038.387	37023.232	36014.547	35010.277	34007.721	33004.41	31998.955	30991.235	29982.076	28972.844	27965.368	27062.567
4.5	17038	18133.24	19486.402	22020.18	26408.937	28484.197	30540.509	32577.632	34587.597	38564.95	39560.793	40558.191	41556.877	42556.572	43557.057	54440.004	53818.508	48418.283	47151.844	45955.913	43698.237	39442.389	38407.249	37381.852	36365.396	35356.191	34351.564	33348.325	32343.847	31336.904	30327.693	29317.332	28307.427	27300.057	26398.456
4.68	17038	18529.403	20011.156	22642.972	27076.803	29163.033	31227.205	33266.709	35274.834	39250.209	40246.594	41244.635	42243.957	43244.243	44245.267	54987.188	53853.322	47875.179	46570.308	45346.652	43052.719	38761.999	37723.424	36696.303	35679.296	34670.088	33665.363	32661.475	31655.742	30647.218	29636.484	28624.983	27614.564	26607.586	25707.659
4.86	17038	19014.453	20610.387	23313.328	27777.164	29872.421	31943.198	33983.69	35988.947	39962.387	40959.416	41958.165	42958.163	43959.061	44960.632	55424.538	53656.531	47266.877	45933.835	44689.697	42368.476	38050.528	37009.684	35981.826	34965.027	33956.311	32951.696	31947.135	30940.021	29929.815	28917.546	27904.997	26894.267	25888.033	24990.364
5.04	17038	19592.728	21286.498	24030.655	28509.93	30612.419	32688.473	34728.446	36729.803	40701.524	41699.304	42698.823	43699.53	44701.054	45703.181	55621.877	53190.836	46593.958	45242.845	43985.369	41645.636	37308.044	36266.145	35238.561	34222.721	33214.952	32210.584	31205.258	30196.602	29184.611	28170.818	27157.354	26146.567	25141.506	24246.812
5.22	17038	20265.945	22039.697	24793.735	29274.752	31382.864	33462.778	35500.623	37497.081	41467.487	42466.125	43466.47	44467.913	45470.072	46472.759	55327.12	52504.333	45857.912	44498.453	43234.536	40884.691	36534.882	35493.172	34466.876	33452.722	32446.293	31442.226	30435.97	29425.577	28411.704	27396.432	26382.231	25371.701	24368.335	23477.487
