r(x_rel=0.75)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	17038	17038.004	17039.786	17186.372	18986.46	20512.258	22247.209	24096.039	26013.211	29947.577	30936.979	31925.778	32913.625	33900.687	34887.345	45791.404	46389.717	49413.854	49892.567	50083.239	49731.918	47264.024	46448.697	45586.191	44688.556	43763.813	42818.583	41858.483	40888.112	39910.932	38929.214	37944.135	36956.046	35964.869	35070.073
0.18	17038	17038.006	17040.172	17195.974	19024.092	20557.15	22296.006	24147.099	26065.685	30001.018	30990.399	31979.146	32966.941	33953.971	34940.62	45845.248	46443.575	49446.997	49909.901	50085.279	49711.014	47221.134	46403.074	45538.465	44639.192	43713.193	42767.035	41806.282	40835.473	39858.008	38876.094	37890.852	36902.601	35911.251	35016.3
0.36	17038	17038.009	17040.591	17205.782	19061.852	20602.112	22344.841	24198.182	26118.174	30054.458	31043.817	32032.511	33020.256	34007.254	34993.894	45899.094	46497.432	49479.729	49926.792	50086.934	49689.872	47178.161	46357.388	45490.689	44589.789	43662.545	42715.467	41754.066	40782.825	39805.078	38822.968	37837.564	36849.152	35857.629	34962.522
0.54	17038	17038.013	17041.25	17219.954	19114.989	20665.203	22413.29	24269.749	26191.688	30129.275	31118.6	32107.22	33094.895	34081.849	35068.479	45974.481	46572.831	49524.674	49949.5	50088.438	49659.77	47117.827	46293.293	45423.697	44520.544	43591.576	42643.226	41680.934	40709.099	39730.964	38748.583	37762.953	36774.313	35782.548	34887.223
0.72	17038	17038.02	17042.265	17239.541	19185.953	20749.151	22504.23	24364.772	26289.261	30228.521	31217.797	32206.317	33193.901	34180.8	35167.418	46074.493	46672.848	49582.72	49977.961	50089.001	49618.954	47037.488	46208.034	45334.646	44428.545	43497.325	42547.32	41583.871	40611.265	39632.627	38649.893	37663.963	36675.019	35682.933	34787.32
0.9	17038	17038.034	17043.789	17265.416	19275.863	20855.024	22618.711	24484.299	26411.936	30353.214	31342.421	32330.815	33318.287	34305.12	35291.727	46200.16	46798.503	49653.115	50011.08	50087.446	49566.28	46936.07	46100.541	45222.471	44312.731	43378.74	42426.702	41461.837	40488.293	39509.041	38525.87	37539.565	36550.239	35557.746	34661.773
1.08	17038	17038.059	17046.041	17298.553	19385.542	20983.477	22757.303	24628.865	26560.225	30503.815	31492.928	32481.169	33468.509	34455.27	35441.868	46351.956	46950.252	49734.361	50047.214	50082.278	49500.639	46812.882	45970.171	45086.564	44172.526	43235.268	42280.846	41314.327	40339.691	39359.723	38376.037	37389.28	36399.489	35406.505	34510.098
1.26	17038	17038.103	17049.332	17340.092	19515.749	21135.03	22920.408	24798.818	26734.436	30680.57	31669.56	32657.62	33644.811	34631.494	35618.09	46530.142	47128.331	49824.411	50084.296	50071.71	49420.839	46667.345	45816.417	44926.474	44007.523	43066.543	42109.418	41141.037	40165.175	39184.4	38200.124	37212.839	36222.498	35228.933	34332.023
1.44	17038	17038.183	17054.103	17391.368	19667.251	21310.162	23108.363	24994.429	26934.792	30883.623	31872.458	32860.309	33847.338	34833.942	35820.546	46734.881	47332.859	49920.724	50119.882	50053.692	49325.574	46498.909	45638.817	44741.804	43817.381	42872.275	41912.171	40941.751	39964.553	38982.895	37997.959	37010.067	36019.088	35024.855	34127.371
1.62	17038	17038.329	17060.966	17453.925	19840.843	21509.342	23321.479	25215.931	27161.468	31113.066	32101.707	33089.324	34076.179	35062.707	36049.332	46966.284	47563.883	50020.292	50151.194	50025.937	49213.424	46307.016	45436.914	44532.177	43601.79	42652.208	41688.897	40716.299	39737.681	38755.077	37769.415	36780.837	35789.13	34794.139	33896.017
1.8	17038	17038.594	17070.756	17529.523	20037.355	21733.043	23560.055	25463.541	27414.615	31368.955	32357.361	33344.72	34331.396	35317.857	36304.52	47224.431	47821.387	50119.652	50175.158	49985.954	49082.867	46091.094	45210.247	44297.218	43360.448	42406.105	41439.412	40464.54	39484.444	38500.845	37514.394	36525.049	35532.521	34536.682	33637.863
1.98	17038	17039.073	17084.59	17620.132	20257.638	21981.742	23824.394	25737.472	27694.37	31651.326	32639.453	33626.533	34613.031	35599.438	36586.162	47509.387	48105.283	50214.908	50188.441	49931.08	48932.298	45850.55	44958.341	44036.549	43093.056	42133.738	41163.547	40186.345	39204.744	38220.113	37232.815	36242.619	35249.172	34252.398	33352.827
2.16	17038	17039.933	17103.935	17727.933	20502.565	22255.924	24114.798	26037.93	28000.859	31960.2	32948.003	33934.788	34921.113	35907.486	36894.298	47821.203	48415.392	50301.77	50187.497	49858.521	48760.047	45584.776	44680.716	43749.787	42799.32	41834.886	40861.141	39881.602	38898.493	37912.808	36924.604	35933.466	34939.002	33941.206	33040.84
2.34	17038	17041.469	17130.673	17855.302	20773.01	22556.071	24431.57	26365.124	28334.197	32295.585	33283.02	34269.5	35255.666	36242.032	37228.964	48159.919	48751.402	50375.603	50168.621	49765.387	48564.407	45293.151	44376.878	43436.547	42478.946	41509.336	40532.047	39550.207	38565.615	37578.862	36589.69	35597.517	34601.933	33603.033	32701.839
2.52	17038	17044.182	17167.163	18004.795	21069.838	22882.664	24775.017	26719.257	28694.49	32657.479	33644.506	34630.68	35616.709	36603.101	37590.189	48525.565	49112.806	50431.495	50127.999	49648.74	48343.652	44975.048	44046.334	43096.444	42131.647	41156.885	40176.126	39192.066	38206.04	37218.21	36228.005	35234.696	34237.887	33237.808	32335.77
2.7	17038	17048.913	17216.29	18179.118	21393.893	23236.174	25145.444	27100.535	29081.834	33045.875	34032.459	35018.335	36004.258	36990.715	37978.002	48918.156	49498.796	50464.342	50061.77	49505.631	48096.068	44629.841	43688.59	42729.098	41757.144	40777.34	39793.252	38807.096	37819.704	36830.791	35839.481	34844.928	33846.787	32845.461	31942.582
2.88	17038	17057.035	17281.484	18381.101	21745.983	23617.056	25543.154	27509.153	29496.312	33460.759	34446.875	35432.471	36418.328	37404.898	38392.43	49337.679	49908.113	50468.945	49966.082	49333.148	47819.974	44256.911	43303.161	42334.14	41355.173	40370.524	39383.312	38395.224	37406.55	36416.546	35424.048	34428.132	33428.554	32425.928	31522.233
