r(x_rel=0.25)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29747.975	29207.995	27924.378	25356.143	23998.178	22449.399	20794.22	19327.394	16606.183	15880.725	15116.341	14301.213	13426.605	12493.872	2391.3963	2018.5522	3798.1995	4509.7871	5174.8794	6482.6387	9328.7909	10002.391	10642.75	11255.928	11852.757	12445.677	13047.44	13667.976	14313.612	14988.718	15697.187	16443.037	17229.141	17966.238
0.20206897	29866	29744.782	29202.83	27919.053	25350.794	23992.279	22442.535	20787.634	19321.774	16600.34	15874.604	15109.847	14294.253	13419.13	12485.957	2384.1112	2015.1022	3804.2792	4515.445	5180.2036	6488.2066	9334.5071	10007.807	10647.898	11260.894	11857.636	12450.58	13052.466	13673.189	14319.053	14994.418	15703.179	16449.354	17235.796	17973.103
0.40413793	29866	29741.568	29197.663	27913.728	25345.443	23986.379	22435.669	20781.05	19316.155	16594.496	15868.482	15103.351	14287.292	13411.653	12478.041	2376.8369	2011.692	3810.3576	4521.101	5185.527	6493.7759	9340.222	10013.221	10653.045	11265.859	11862.516	12455.484	13057.493	13678.403	14324.495	15000.12	15709.172	16455.673	17242.452	17979.968
0.6062069	29866	29737.025	29190.425	27906.274	25337.952	23978.114	22426.053	20771.84	19308.29	16586.312	15859.908	15094.253	14277.541	13401.181	12466.955	2366.6765	2007.0029	3818.8645	4529.0152	5192.9782	6501.5761	9348.22	10020.799	10660.249	11272.81	11869.346	12462.349	13064.531	13685.705	14332.116	15008.104	15717.565	16464.522	17251.774	17989.58
0.80827586	29866	29730.922	29180.817	27896.386	25328.014	23967.144	22413.291	20759.632	19297.861	16575.452	15848.529	15082.177	14264.599	13387.28	12452.244	2353.2407	2000.9348	3830.1441	4539.5062	5202.8593	6511.9287	9358.8246	10030.847	10669.801	11282.027	11878.407	12471.457	13073.871	13695.395	14342.229	15018.7	15728.703	16476.266	17264.145	18002.334
1.0103448	29866	29723.135	29168.736	27883.965	25315.524	23953.35	22397.245	20744.31	19284.764	16561.802	15834.224	15066.995	14248.326	13369.803	12433.751	2336.4291	1993.5558	3844.3078	4552.6755	5215.2695	6524.9446	9372.1405	10043.463	10681.798	11293.605	11889.79	12482.902	13085.609	13707.574	14354.941	15032.019	15742.706	16491.03	17279.696	18018.361
1.2124138	29866	29713.556	29154.13	27868.964	25300.434	23936.673	22377.85	20725.828	19268.952	16545.308	15816.935	15048.642	14228.652	13348.675	12411.404	2316.2295	1985.0091	3861.4025	4568.564	5230.2517	6540.678	9388.2115	10058.689	10696.279	11307.584	11903.538	12496.729	13099.792	13722.291	14370.304	15048.116	15759.629	16508.874	17298.491	18037.723
1.4144828	29866	29702.081	29136.967	27851.361	25282.718	23917.078	22355.065	20704.17	19250.406	16525.936	15796.626	15027.08	14205.535	13323.851	12385.158	2292.673	1975.4925	3881.4496	4587.1883	5247.8271	6559.1622	9407.0578	10076.544	10713.263	11323.984	11919.672	12512.962	13116.447	13739.576	14388.347	15067.024	15779.507	16529.836	17320.567	18060.454
1.6165517	29866	29688.597	29117.223	27831.141	25262.357	23894.536	22328.861	20679.333	19229.113	16503.665	15773.272	15002.28	14178.944	13295.297	12354.982	2265.8205	1965.2546	3904.4577	4608.5528	5268.0066	6580.4215	9428.6874	10097.036	10732.761	11342.816	11938.205	12531.617	13135.593	13759.448	14409.093	15088.764	15802.365	16553.94	17345.951	18086.578
1.8186207	29866	29672.988	29094.881	27808.296	25239.338	23869.024	22299.213	20651.326	19205.069	16478.478	15746.853	14974.218	14148.85	13262.985	12320.853	2235.7592	1954.5941	3930.4278	4632.6545	5290.7956	6604.476	9453.1017	10120.166	10754.775	11364.085	11959.145	12552.706	13157.243	13781.922	14432.557	15113.355	15828.222	16581.208	17374.663	18116.109
2.0206897	29866	29655.132	29069.923	27782.821	25213.65	23840.521	22266.102	20620.161	19178.274	16450.36	15717.35	14942.872	14115.229	13226.89	12282.751	2202.6029	1943.862	3959.3561	4659.4858	5316.196	6631.3438	9480.2973	10145.931	10779.304	11387.794	11982.499	12576.236	13181.408	13807.012	14458.755	15140.812	15857.096	16611.659	17406.724	18149.059
2.2227586	29866	29634.907	29042.333	27754.713	25185.285	23809.005	22229.506	20585.857	19148.728	16419.298	15684.746	14908.221	14078.056	13186.986	12240.658	2166.4943	1933.4637	3991.2344	4689.0351	5344.2078	6661.0428	9510.2678	10174.326	10806.346	11413.943	12008.269	12602.217	13208.1	13834.73	14487.701	15171.151	15889.002	16645.311	17442.149	18185.437
2.4248276	29866	29612.189	29012.098	27723.97	25154.234	23774.454	22189.408	20548.438	19116.434	16385.276	15649.024	14870.244	14037.307	13143.249	12194.557	2127.61	1923.8622	4026.0516	4721.2885	5374.8299	6693.5906	9543.0043	10205.341	10835.895	11442.529	12036.458	12630.655	13237.328	13865.087	14519.406	15204.387	15923.958	16682.182	17480.957	18225.251
2.6268966	29866	29586.858	28979.204	27690.592	25120.488	23736.844	22145.789	20507.931	19081.396	16348.283	15610.166	14828.918	13992.956	13095.654	12144.431	2086.1654	1915.581	4063.7934	4756.2292	5408.0604	6729.0055	9578.4955	10238.967	10867.946	11473.55	12067.069	12661.556	13269.103	13898.097	14553.886	15240.534	15961.979	16722.289	17523.163	18268.507
2.8289655	29866	29558.798	28943.638	27654.578	25084.038	23696.153	22098.628	20464.366	19043.618	16308.304	15568.154	14784.221	13944.976	13044.173	12090.265	2042.4237	1909.2062	4104.4424	4793.8388	5443.8971	6767.3066	9616.7283	10275.193	10902.491	11507.003	12100.102	12694.929	13303.434	13933.771	14591.153	15279.608	16003.083	16765.651	17568.785	18315.21
3.0310345	29866	29527.899	28905.389	27615.928	25044.876	23652.353	22047.909	20417.778	19003.106	16265.325	15522.967	14736.127	13893.338	12988.779	12032.043	1996.7056	1905.3877	4147.9784	4834.097	5482.338	6808.5138	9657.688	10314.005	10939.521	11542.884	12135.559	12730.78	13340.333	13972.121	14631.221	15321.624	16047.287	16812.288	17617.84	18365.363
3.2331034	29866	29494.06	28864.446	27574.644	25002.991	23605.416	21993.611	20368.204	18959.863	16219.329	15474.585	14684.611	13838.012	12929.443	11969.748	1949.4027	1904.8391	4194.3779	4876.9823	5523.3814	6852.6482	9701.3583	10355.39	10979.027	11581.188	12173.442	12769.115	13379.809	14013.162	14674.107	15366.599	16094.611	16862.22	17670.347	18418.97
3.4351724	29866	29457.186	28820.799	27530.727	24958.374	23555.314	21935.717	20315.685	18913.896	16170.301	15422.987	14629.645	13778.967	12866.135	11903.367	1900.9945	1908.3338	4243.6144	4922.4719	5567.0263	6899.7319	9747.7212	10399.332	11020.998	11621.91	12213.753	12809.944	13421.876	14056.907	14719.826	15414.552	16145.074	16915.469	17726.325	18476.031
