r(x_rel=0.75)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29722.39	29030.676	27300.862	23745.402	21939.569	20312.118	18849.005	17226.418	13699.799	12816.491	11957.957	11150.311	10411.26	9737.052	2204.4522	1927.843	4077.0714	4915.4998	5775.9882	7551.0034	10883.132	11712.832	12562.008	13432.076	14323.521	15244.492	16208.762	17220.654	18248.047	19211.125	20046.079	20772.664	21457.06	22080.54
0.20206897	29866	29718.456	29023.881	27293.568	23737.968	21932.225	20306.041	18842.801	17219.327	13692.454	12809.256	11951.034	11143.916	10405.466	9731.7247	2199.1003	1925.3298	4083.9395	4922.461	5783.2151	7558.3017	10889.882	11719.746	12569.104	13439.336	14330.972	15252.241	16216.926	17229.183	18256.452	19218.598	20052.389	20778.342	21462.667	22086.35
0.40413793	29866	29714.494	29017.082	27286.274	23730.534	21924.882	20299.967	18836.595	17212.235	13685.108	12802.022	11944.112	11137.523	10399.675	9726.3988	2193.7478	1922.851	4090.8071	4929.4232	5790.4432	7565.599	10896.633	11726.66	12576.2	13446.597	14338.424	15259.991	16225.091	17237.713	18264.856	19226.065	20058.695	20784.018	21468.275	22092.162
0.6062069	29866	29708.892	29007.556	27276.063	23720.124	21914.605	20291.468	18827.902	17202.304	13674.825	12791.896	11934.426	11128.578	10391.572	9718.9457	2186.2537	1919.4545	4100.421	4939.1727	5800.5648	7575.8131	10906.085	11736.341	12586.137	13456.764	14348.858	15270.845	16236.527	17249.657	18276.616	19236.507	20067.514	20791.962	21476.127	22100.302
0.80827586	29866	29701.361	28994.907	27262.517	23706.314	21900.978	20280.203	18816.36	17189.126	13661.184	12778.466	11921.584	11116.722	10380.833	9709.0642	2176.3119	1915.0813	4113.1728	4952.1098	5813.9958	7589.3587	10918.626	11749.187	12599.321	13470.254	14362.703	15285.249	16251.704	17265.506	18292.207	19250.339	20079.197	20802.495	21486.545	22111.104
1.0103448	29866	29691.743	28978.994	27245.499	23688.96	21883.867	20266.065	18801.843	17172.564	13644.046	12761.597	11905.459	11101.842	10367.354	9696.6576	2163.8214	1909.8015	4129.1922	4968.3709	5830.8774	7606.3716	10934.387	11765.331	12615.89	13487.206	14380.103	15303.355	16270.783	17285.425	18311.784	19267.684	20093.851	20815.723	21499.637	22124.685
1.2124138	29866	29679.901	28959.744	27224.944	23667.995	21863.213	20249.01	18784.289	17152.552	13623.348	12741.231	11886.001	11083.892	10351.095	9681.6854	2148.7388	1903.7473	4148.5376	4988.0207	5851.2769	7626.9108	10953.429	11784.837	12635.908	13507.686	14401.127	15325.237	16293.844	17309.492	18335.407	19288.586	20111.513	20831.69	21515.456	22141.099
1.4144828	29866	29665.697	28937.111	27200.82	23643.382	21838.992	20229.023	18763.655	17129.053	13599.057	12717.337	11863.185	11062.856	10332.042	9664.1298	2131.0461	1897.0998	4171.2398	5011.0974	5875.2336	7651.0052	10975.786	11807.741	12659.412	13531.732	14425.815	15350.939	16320.934	17337.753	18363.106	19313.051	20132.194	20850.418	21534.029	22160.382
1.6165517	29866	29648.982	28911.057	27173.105	23615.097	21811.193	20206.1	18739.908	17102.041	13571.151	12689.9	11837.003	11038.73	10310.193	9643.9838	2110.7407	1890.088	4197.317	5037.627	5902.7742	7678.6689	11001.481	11834.067	12686.425	13559.368	14454.193	15380.492	16352.086	17370.237	18394.888	19341.068	20155.888	20871.915	21555.378	22182.556
1.8186207	29866	29629.601	28881.548	27141.787	23583.124	21779.814	20180.246	18713.022	17071.498	13539.619	12658.912	11807.455	11011.522	10285.552	9621.2468	2087.8343	1882.9901	4226.7809	5067.6297	5933.9193	7709.9078	11030.531	11863.833	12716.966	13590.61	14486.281	15413.921	16387.329	17406.965	18430.751	19372.613	20182.58	20896.187	21579.515	22207.643
