r(x_rel=0)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
2.52	17038	17045.819	17218.148	18325.002	21685.857	23614.603	25601.883	27594.644	29589.696	33677.335	34720.649	35767.51	36815.251	37862.181	38907.273	50202.098	50789.822	51537.303	50954.241	50213.99	48466.551	44546.352	43547.989	42550.676	41553.529	40553.406	39547.38	38534.267	37515.262	36493.536	35473.011	34456.964	33447.064	32442.948	31541.995
2.7	17038	17051.857	17288.197	18545.119	22034.616	23991.143	25989.941	27984.927	29981.966	34083.103	35129.058	36177.574	37226.077	38273.084	39317.773	50599.894	51177.874	51479.105	50788.976	49973.169	48135.4	44158.858	43158.185	42160.107	41162.283	40160.818	39152.676	38137.091	37115.952	36093.064	35072.643	34057.835	33049.848	32047.667	31147.801
2.88	17038	17062.282	17381.763	18796.183	22412.658	24396.371	26405.565	28402.081	30401.511	34517.543	35566.097	36616.129	37665.223	38712.141	39756.277	51024.467	51587.946	51381.138	50585.697	49696.652	47772.184	43743.564	42741.144	41742.563	40744.018	39740.952	38730.368	37712.078	36688.774	35664.909	34644.921	33631.712	32625.921	31625.791	30726.885
3.06	17038	17079.968	17504.789	19080.293	22820.776	24830.639	26848.796	28846.108	30848.481	34980.807	36031.857	37083.213	38132.692	39179.332	40222.754	51475.66	52017.391	51237.979	50340.912	49382.047	47375.808	43300.422	42296.869	41298.034	40298.666	39293.677	38280.298	37259.09	36233.647	35209.069	34189.912	33178.703	32175.394	31177.388	30279.233
3.24	17038	17109.359	17663.881	19399.333	23259.73	25294.248	27319.634	29317.012	31323.054	35473.039	36526.414	37578.851	38628.475	39674.629	40717.16	51953.213	52462.178	51044.604	50051.426	49027.191	46945.31	42829.429	41825.391	40826.509	39826.142	38818.847	37802.295	36777.984	35750.507	34725.568	33707.714	32698.94	31698.387	30702.524	29804.805
3.42	17038	17157.051	17866.055	19754.939	23730.23	25787.435	27818.031	29814.799	31825.447	35994.37	37049.826	38103.051	39152.547	40197.987	41239.443	52456.668	52916.188	50796.526	49714.408	48630.19	46479.885	42330.64	41326.765	40327.977	39326.344	38316.287	37296.171	36268.622	35239.308	34214.461	33198.452	32192.574	31195.03	30201.253	29303.526
3.6	17038	17232.373	18118.354	20148.499	24232.922	26310.361	28343.89	30339.487	32355.916	36544.915	37602.133	38655.799	39704.867	40749.351	41789.538	52985.178	53370.178	50489.899	49327.441	48189.457	45978.898	41804.159	40801.065	39802.416	38799.14	37785.799	36761.724	35730.874	34700.031	33675.838	32662.285	31659.78	30665.457	29673.612	28775.274
3.78	17038	17347.813	18427.337	20581.165	24768.376	26863.103	28897.065	30891.114	32914.766	37124.762	38183.346	39237.062	40285.377	41328.654	42367.372	53537.13	53810.31	50121.597	48888.568	47703.74	45441.907	41250.144	40248.382	39249.788	38244.368	37227.154	36198.745	35164.623	34132.692	33109.829	32099.406	31100.751	30109.802	29119.613	28219.863
3.96	17038	17519.059	18798.479	21053.894	25337.065	27445.637	29477.364	31469.75	33502.354	37733.975	38793.451	39846.784	40894.004	41935.812	42972.86	54109.411	54216.13	49689.257	48396.329	47172.152	44868.667	40668.804	39668.811	38670.028	37661.827	36640.094	35607.014	34569.772	33537.346	32516.611	31510.046	30515.698	29528.19	28539.232	27637.026
4.14	17038	17764.51	19235.536	21567.503	25939.355	28057.831	30084.549	32075.507	34119.095	38372.58	39432.402	40484.885	41530.656	42570.734	43605.908	54695.982	54557.964	49191.3	47849.792	46594.185	44259.145	40060.385	39062.442	38063.03	37051.27	36024.329	34986.315	33946.262	32914.103	31896.411	30894.467	29904.842	28920.736	27932.397	27026.394
4.32	17038	18104.246	19739.984	22122.724	26575.485	28699.432	30718.348	32708.554	34765.465	39040.567	40100.122	41151.261	42195.223	43233.312	44266.409	55285.092	54793.971	48626.945	47248.569	45969.717	43613.525	39425.168	38429.348	37428.641	36412.4	35379.543	34336.437	33294.071	32263.132	31249.51	30252.969	29268.414	28287.529	27298.969	26387.464
4.5	17038	18558.549	20310.686	22720.262	27245.555	29370.063	31378.467	33369.132	35442.002	39737.88	40796.498	41845.785	42887.581	43923.43	44954.251	55853.866	54867.726	47996.209	46592.823	45299.018	42932.21	38763.45	37769.563	36766.643	35744.865	34705.396	33657.194	32613.241	31584.67	30576.247	29585.88	28606.642	27628.62	26638.732	25719.57
4.68	17038	19145.906	20943.914	23360.832	27949.501	30069.209	32064.607	34057.569	36149.303	40464.417	41521.382	42568.305	43607.589	44640.958	45669.307	56357.752	54708.817	47299.901	45883.263	44582.737	42215.826	38075.529	37083.069	36076.742	35048.256	34001.53	32948.431	31903.883	30879.035	29877.018	28893.554	27919.742	26944.013	25951.36	25021.834
4.86	17038	19879.853	21633.795	24045.174	28687.087	30796.226	32776.486	34774.297	36888.018	41220.026	42274.588	43318.649	44355.092	45385.759	46411.441	56709.958	54242.415	46539.592	45121.132	43821.894	41465.216	37361.678	36369.767	35358.56	34322.104	33267.58	32210.048	31166.198	30146.632	29152.28	28176.364	27207.91	26233.644	25236.398	24293.122
5.04	17038	20763.903	22373.098	24774.039	29457.887	31550.339	33513.883	35519.866	37658.833	42004.505	43055.9	44096.624	45129.924	46157.685	47180.509	56741.279	53421.307	45717.566	44308.176	43017.848	40681.442	36622.12	35629.454	34611.622	33565.89	32503.197	31442.02	30400.492	29387.957	28402.537	27434.687	26471.297	25497.357	24493.214	23531.974
5.22	17038	21784.297	23153.927	25547.915	30261.075	32330.486	34276.508	36294.773	38462.237	42817.41	43864.88	44901.833	45931.722	46956.396	47976.168	56124.642	52309.77	44837.02	43446.844	42172.499	39865.975	35857.167	34861.976	33835.549	32779.245	31708.26	30644.616	29607.378	28603.775	27628.511	26669.058	25710.167	24735.053	23721.134	22736.753
