r(x_rel=0)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	17038	17038.005	17040.35	17243.254	19409.443	21077.471	22932.54	24880.836	26862.185	30871.947	31892.689	32922.032	33958.502	34999.941	36044.157	47418.661	48029.345	50981.204	51319.502	51309.862	50483.992	47201.025	46242.579	45263.681	44275.392	43282.66	42287.113	41288.245	40284.764	39275.841	38261.894	37244.689	36226.832	35210.928	34299.793
0.18	17038	17038.008	17040.865	17256.452	19451.391	21125.774	22984.373	24934.141	26915.863	30926.843	31948.074	32977.853	34014.648	35056.288	36100.593	47473.689	48084.227	51008.55	51327.201	51299.714	50450.044	47149.734	46190.012	45210.452	44221.853	43228.966	42233.273	41234.188	40230.42	39221.196	38207.014	37189.704	36171.893	35156.164	34245.239
0.36	17038	17038.011	17041.424	17269.923	19493.446	21174.139	23036.239	24987.455	26969.543	30981.752	32003.472	33033.684	34070.801	35112.639	36157.031	47528.712	48139.099	51035.371	51334.366	51289.137	50415.874	47098.401	46137.422	45157.211	44168.309	43175.269	42179.427	41180.125	40176.068	39166.544	38152.128	37134.717	36116.958	35101.405	34190.691
0.54	17038	17038.016	17042.306	17289.363	19552.55	21241.986	23108.917	25062.114	27044.701	31058.653	32081.057	33111.869	34149.431	35191.537	36236.046	47605.735	48215.903	51071.798	51343.261	51273.42	50367.569	47026.444	46063.745	45082.651	44093.337	43100.086	42104.034	41104.42	40099.957	39090.014	38075.279	37057.734	36040.056	35024.756	34114.34
0.72	17038	17038.025	17043.669	17316.183	19631.349	21332.222	23205.442	25161.183	27144.409	31160.717	32184.024	33215.623	34253.76	35296.212	36340.865	47707.889	48317.753	51118.114	51353.059	51250.98	50302.67	46930.837	45965.925	44983.703	43993.867	43000.342	42004.004	41003.969	39998.962	38988.466	37973.318	36955.613	35938.057	34923.102	34013.081
0.9	17038	17038.042	17045.721	17351.533	19730.981	21445.967	23326.899	25285.704	27269.698	31289.034	32313.47	33346.042	34384.881	35427.748	36472.565	47836.207	48445.661	51173.085	51362.202	51220.282	50219.846	46810.472	45842.889	44859.32	43868.863	42875.001	41878.295	40877.717	39872.019	38860.834	37845.186	36827.305	35809.926	34795.421	33885.9
1.08	17038	17038.073	17048.764	17396.668	19852.226	21583.887	23473.854	25436.169	27421.045	31444.136	32469.927	33503.648	34543.305	35586.644	36631.637	47991.145	48600.058	51234.689	51368.624	51179.582	50117.954	46664.75	45694.097	44709.002	43717.846	42723.586	41726.42	40725.165	39718.623	38706.616	37690.393	36672.337	35655.206	34641.264	33732.349
1.26	17038	17038.128	17053.231	17453.034	19995.774	21746.498	23646.683	25612.86	27598.713	31626.348	32653.714	33688.75	34729.324	35773.177	36818.347	48172.932	48781.138	51300.284	51369.827	51126.886	49995.847	46493.253	45519.211	44532.456	43540.544	42545.829	41548.101	40546.023	39538.477	38525.521	37508.663	36490.454	35473.662	34460.411	33552.206
1.44	17038	17038.229	17059.74	17522.293	20162.31	21934.267	23845.682	25815.961	27802.871	31835.903	32865.058	33901.556	34943.126	35987.519	37032.851	48381.691	48988.969	51366.653	51362.922	51059.961	49852.315	46295.64	45317.979	44329.489	43336.788	42341.557	41343.152	40340.091	39331.379	38317.356	37299.825	36281.511	35265.171	34252.748	33345.357
1.62	17038	17038.412	17069.152	17606.313	20352.539	22147.646	24071.104	26045.603	28033.639	32072.996	33104.139	34142.224	35184.848	36229.786	37275.251	48617.487	49223.532	51430.034	51344.683	50976.37	49686.079	46071.611	45090.201	44099.957	43106.457	42110.648	41111.435	40107.217	39097.173	38081.979	37063.763	36045.421	35029.669	34018.221	33111.744
1.8	17038	17038.744	17082.654	17707.162	20567.197	22387.088	24323.178	26301.883	28291.111	32337.798	33371.113	34410.885	35454.594	36500.06	37545.612	48880.343	49484.726	51486.147	51311.597	50873.507	49495.799	45820.891	44835.706	43843.749	42849.462	41853.004	40852.831	39847.267	38835.727	37819.277	36800.395	35782.135	34767.131	33756.818	32851.344
1.98	17038	17039.345	17101.852	17827.07	20807.053	22653.05	24602.112	26584.878	28575.37	32630.472	33666.121	34707.651	35752.446	36798.401	37843.976	49170.26	49772.361	51530.24	51259.93	50748.643	49280.097	45543.224	44554.349	43560.78	42565.729	41568.539	40567.233	39560.119	38546.923	37529.155	36509.663	35491.633	34477.565	33468.551	32564.155
2.16	17038	17040.43	17128.872	17968.392	21072.902	22945.989	24908.099	26894.643	28886.497	32951.18	33989.297	35032.62	36078.472	37124.85	38170.369	49487.218	50086.123	51557.151	51185.792	50598.978	49037.575	45238.378	44246.007	43250.978	42255.199	41257.174	40254.534	39245.653	38230.647	37211.534	36191.532	35173.918	34160.996	33153.451	32250.188
2.34	17038	17042.373	17166.474	18133.556	21365.561	23266.359	25241.307	27231.222	29224.575	33300.08	34340.766	35385.88	36432.726	37479.438	38524.801	49831.181	50425.526	51561.401	51085.218	50421.691	48766.844	44906.146	43910.58	42914.29	41917.817	40918.825	39914.623	38903.744	37886.795	36866.346	35845.981	34829.014	33817.475	32811.564	31909.462
