r(x_rel=0)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29750.751	29228.538	28001.004	25559.406	24273.7	22799.88	21140.762	19636.158	17010.515	16319.347	15590.611	14810.897	13966.196	13045.553	2452.2805	2052.1575	3766.0263	4464.8457	5112.2138	6367.5351	9141.9016	9806.9624	10435.805	11032.647	11608.485	12175.962	12747.666	13333.301	13939.112	14569.474	15228.314	15919.985	16649.796	17343.635
0.20206897	29866	29747.639	29223.572	27995.93	25554.332	24268.125	22793.262	21133.928	19630.528	17004.947	16313.516	15584.415	14804.223	13958.926	13037.627	2444.4942	2048.3624	3772.0125	4470.3858	5117.3645	6372.8571	9147.5612	9812.3036	10440.838	11037.458	11613.173	12180.636	12752.424	13338.206	13944.203	14574.785	15233.877	15925.838	16655.988	17350.165
0.40413793	29866	29744.507	29218.604	27990.855	25549.257	24262.549	22786.642	21127.096	19624.899	16999.378	16307.683	15578.217	14797.546	13951.655	13029.699	2436.7183	2044.6096	3777.9974	4475.9238	5122.5141	6378.1805	9153.2195	9817.6433	10445.87	11042.268	11617.86	12185.31	12757.182	13343.111	13949.296	14580.096	15239.44	15931.692	16662.182	17356.697
0.6062069	29866	29740.08	29211.646	27983.751	25542.152	24254.738	22777.368	21117.536	19617.023	16991.581	16299.514	15569.537	14788.195	13941.468	13018.593	2425.8547	2039.4461	3786.3735	4483.6723	5129.7213	6385.6365	9161.1383	9825.1159	10452.913	11049.001	11624.422	12191.855	12763.845	13349.981	13956.427	14587.534	15247.231	15939.891	16670.856	17365.844
0.80827586	29866	29734.134	29202.41	27974.329	25532.725	24244.37	22765.056	21104.862	19606.583	16981.233	16288.674	15558.016	14775.781	13927.946	13003.851	2411.4849	2032.7582	3797.4799	4493.9427	5139.278	6395.5324	9171.6378	9835.0232	10462.251	11057.929	11633.126	12200.537	12772.686	13359.096	13965.891	14597.405	15257.57	15950.771	16682.368	17377.985
1.0103448	29866	29726.548	29190.797	27962.492	25520.878	24231.334	22749.573	21088.951	19593.477	16968.227	16275.045	15543.53	14760.17	13910.94	12985.313	2393.4987	2024.6154	3811.4261	4506.8335	5151.279	6407.9745	9184.8215	9847.4621	10473.977	11069.142	11644.059	12211.447	12783.796	13370.552	13977.786	14609.813	15270.567	15964.45	16696.841	17393.248
1.2124138	29866	29717.219	29176.76	27948.197	25506.565	24215.575	22730.85	21069.754	19577.665	16952.51	16258.574	15526.018	14741.297	13890.376	12962.898	2371.8803	2015.1677	3828.2586	4522.3836	5165.7649	6423.0149	9200.7329	9862.4731	10488.129	11082.68	11657.262	12224.625	12797.22	13384.396	13992.159	14624.807	15286.274	15980.982	16714.335	17411.696
1.4144828	29866	29706.045	29160.268	27931.422	25489.761	24197.058	22708.845	21047.249	19559.129	16934.053	16239.226	15505.444	14719.117	13866.207	12936.557	2346.6603	2004.6232	3847.9983	4540.608	5182.7548	6440.6856	9219.3915	9880.0739	10504.726	11098.56	11672.755	12240.095	12812.982	13400.652	14009.04	14642.418	15304.724	16000.401	16734.887	17433.369
1.6165517	29866	29692.918	29141.299	27912.155	25470.45	24175.757	22683.524	21021.431	19537.866	16912.833	16216.976	15481.778	14693.599	13838.397	12906.251	2317.9027	1993.2427	3870.6537	4561.5094	5202.2577	6461.0104	9240.8054	9900.271	10523.776	11116.792	11690.549	12257.87	12831.098	13419.34	14028.448	14662.666	15325.938	16022.732	16758.522	17458.294
1.8186207	29866	29677.727	29119.838	27890.386	25448.618	24151.651	22654.858	20992.304	19513.875	16888.835	16191.806	15454.999	14664.716	13806.913	12871.948	2285.7009	1981.3391	3896.2258	4585.083	5224.277	6484.0089	9264.9753	9923.0645	10545.279	11137.379	11710.651	12277.961	12851.581	13440.473	14050.397	14685.567	15349.934	16047.994	16785.263	17486.492
2.0206897	29866	29660.354	29095.868	27866.113	25424.256	24124.719	22622.821	20959.879	19487.165	16862.045	16163.698	15425.084	14632.442	13771.727	12833.617	2250.1791	1969.2783	3924.7104	4611.3191	5248.8126	6509.6993	9291.8979	9948.4501	10569.235	11160.324	11733.066	12300.375	12874.441	13464.062	14074.9	14711.136	15376.727	16076.205	16815.128	17517.986
2.2227586	29866	29640.684	29069.378	27839.332	25397.355	24094.942	22587.384	20924.171	19457.744	16832.45	16132.635	15392.012	14596.751	13732.807	12791.229	2211.4953	1957.4815	3956.0993	4640.2044	5275.8622	6538.0991	9321.5663	9976.4205	10595.638	11185.624	11757.795	12325.119	12899.686	13490.119	14101.969	14739.385	15406.332	16107.381	16848.137	17552.794
2.4248276	29866	29618.597	29040.355	27810.042	25367.908	24062.298	22548.522	20885.2	19425.623	16800.037	16098.601	15355.763	14557.617	13690.124	12744.753	2169.8462	1946.4274	3990.3811	4671.7222	5305.4225	6569.2263	9353.9709	10006.966	10624.481	11213.277	11784.84	12352.197	12927.326	13518.653	14131.616	14770.328	15438.764	16141.538	16884.307	17590.935
2.6268966	29866	29593.982	29008.787	27778.242	25335.906	24026.768	22506.205	20842.992	19390.816	16764.793	16061.579	15316.315	14515.012	13643.644	12694.158	2125.4742	1936.6545	4027.5407	4705.8536	5337.4888	6603.0995	9389.1	10040.075	10655.758	11243.277	11814.202	12381.615	12957.367	13549.674	14163.852	14803.977	15474.038	16178.693	16923.66	17632.429
