r(x_rel=0)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
2.8289655	29866	29566.728	28974.665	27743.932	25301.342	23988.328	22460.402	20797.576	19353.337	16726.706	16021.55	15273.643	14468.908	13593.334	12639.412	2078.6751	1928.7622	4067.5602	4742.5771	5372.0565	6639.7381	9426.9399	10075.733	10689.457	11275.62	11845.878	12413.378	12989.819	13583.193	14198.688	14840.346	15512.167	16218.863	16966.214	17677.297
3.0310345	29866	29536.732	28937.979	27707.114	25264.208	23946.954	22411.084	20748.986	19313.201	16685.761	15978.496	15227.725	14419.273	13539.158	12580.481	2029.8092	1923.412	4110.4183	4781.8698	5409.1205	6679.1627	9467.475	10113.927	10725.569	11310.3	11879.871	12447.49	13024.69	13619.219	14236.138	14879.448	15553.169	16262.067	17011.99	17725.559
3.2331034	29866	29503.901	28898.72	27667.789	25224.494	23902.62	22358.216	20697.26	19270.424	16641.944	15932.397	15178.533	14366.075	13481.076	12517.329	1979.3135	1921.3256	4156.0903	4823.7066	5448.6761	6721.3953	9510.6877	10154.638	10764.082	11347.309	11916.178	12483.958	13061.988	13657.765	14276.214	14921.299	15597.059	16308.324	17061.011	17777.238
3.4351724	29866	29468.147	28856.881	27625.957	25182.192	23855.299	22301.764	20642.44	19225.021	16595.24	15883.232	15126.04	14309.279	13419.049	12449.919	1927.7188	1923.281	4204.548	4868.0616	5490.719	6766.459	9556.5592	10197.851	10804.983	11386.642	11954.8	12522.786	13101.723	13698.842	14318.929	14965.913	15643.855	16357.654	17113.3	17832.356
3.6372414	29866	29429.392	28812.455	27581.621	25137.291	23804.961	22241.692	20584.575	19177.01	16545.631	15830.977	15070.216	14248.847	13353.033	12378.214	1875.6705	1930.1042	4255.7593	4914.9072	5535.2457	6814.3786	9605.0686	10243.545	10848.259	11428.29	11995.736	12563.98	13143.905	13742.461	14364.297	15013.306	15693.576	16410.079	17168.882	17890.939
3.8393103	29866	29387.567	28765.438	27534.782	25089.781	23751.575	22177.963	20523.716	19126.404	16493.101	15775.61	15011.03	14184.74	13282.981	12302.173	1823.9557	1942.6548	4309.6887	4964.2152	5582.2535	6865.18	9656.1935	10291.701	10893.897	11472.245	12038.985	12607.547	13188.543	13788.636	14412.334	15063.496	15746.241	16465.621	17227.784	17953.011
4.0413793	29866	29342.61	28715.826	27485.443	25039.649	23695.106	22110.539	20459.922	19073.22	16437.631	15717.104	14948.447	14116.915	13208.846	12221.756	1773.5381	1961.8033	4366.2963	5015.9569	5631.7411	6918.8908	9709.9101	10342.298	10941.881	11518.499	12084.548	12653.494	13235.649	13837.38	14463.054	15116.499	15801.87	16524.304	17290.032	18018.598
4.2434483	29866	29294.468	28663.617	27433.605	24986.883	23635.519	22039.38	20393.254	19017.472	16379.2	15655.431	14882.433	14045.328	13130.577	12136.919	1725.6039	1988.3963	4425.5385	5070.1031	5683.7086	6975.5402	9766.1929	10395.314	10992.197	11567.044	12132.425	12701.828	13285.235	13888.707	14516.475	15172.336	15860.485	16586.154	17355.657	18087.728
4.4455172	29866	29243.098	28608.809	27379.271	24931.468	23572.775	21964.445	20323.781	18959.173	16317.788	15590.564	14812.949	13969.931	13048.118	12047.621	1681.6218	2023.2046	4487.3678	5126.6245	5738.158	7035.1586	9825.015	10450.727	11044.829	11617.872	12182.617	12752.557	13337.312	13942.633	14572.614	15231.026	15922.109	16651.198	17424.69	18160.428
4.6475862	29866	29188.467	28551.403	27322.443	24873.389	23506.833	21885.694	20251.574	18898.336	16253.372	15522.47	14739.955	13890.673	12961.413	11953.817	1643.4216	2066.8484	4551.7328	5185.4925	5795.093	7097.7779	9886.3478	10508.513	11099.761	11670.973	12235.126	12805.691	13391.894	13999.173	14631.488	15292.589	15986.767	16719.463	17497.162	18236.729
4.8496552	29866	29130.554	28491.402	27263.122	24812.628	23437.648	21803.086	20176.71	18834.973	16185.926	15451.117	14663.408	13807.502	12870.404	11855.464	1613.2976	2119.6912	4618.5785	5246.6788	5854.5198	7163.4315	9950.1617	10568.648	11156.979	11726.341	12289.954	12861.238	13448.994	14058.344	14693.118	15357.049	16054.483	16790.98	17573.109	18316.659
5.0517241	29866	29069.352	28428.808	27201.312	24749.167	23365.176	21716.582	20099.271	18769.093	16115.426	15376.469	14583.262	13720.36	12775.027	11752.518	1594.144	2181.6899	4687.8468	5310.1564	5916.447	7232.154	10016.425	10631.107	11216.464	11783.966	12347.104	12919.21	13508.628	14120.164	14757.524	15424.427	16125.285	16865.78	17652.566	18400.25
5.2537931	29866	29004.869	28363.626	27137.014	24682.984	23289.365	21626.144	20019.338	18700.705	16041.843	15298.49	14499.469	13629.189	12675.218	11644.934	1589.6319	2252.1874	4759.4768	5375.8997	5980.886	7303.9809	10085.107	10695.866	11278.2	11843.841	12406.579	12979.617	13570.81	14184.651	14824.726	15494.749	16199.2	16943.896	17735.571	18487.533
5.4558621	29866	28937.126	28295.864	27070.231	24614.058	23210.164	21531.734	19937	18629.816	15965.148	15217.141	14411.979	13533.926	12570.909	11532.673	1604.4401	2329.6272	4833.4057	5443.8851	6047.8511	7378.9491	10156.172	10762.899	11342.171	11905.959	12468.385	13042.472	13635.557	14251.824	14894.747	15568.039	16276.258	17025.363	17822.163	18578.539
5.657931	29866	28866.16	28225.528	27000.965	24542.364	23127.517	21433.32	19852.341	18556.434	15885.311	15132.38	14320.738	13434.504	12462.03	11415.692	1644.5541	2411.1646	4909.5695	5514.0912	6117.3599	7457.096	10229.586	10832.182	11408.361	11970.313	12532.528	13107.788	13702.886	14321.705	14967.61	15644.324	16356.49	17110.218	17912.383	18673.301
5.86	29866	28792.041	28152.646	26929.234	24467.892	23041.388	21330.9	19765.466	18480.579	15802.317	15044.183	14225.712	13330.882	12348.538	11293.986	1717.5421	2492.1457	4987.8877	5586.4838	6189.4162	7538.4397	10305.298	10903.671	11476.735	12036.883	12598.997	13175.563	13772.799	14394.295	15043.322	15723.614	16439.908	17198.477	18006.252	18771.826
