r(x_rel=0.5)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29739.122	29144.872	27697.133	24761.615	23203.002	21523.461	19964.925	18512.504	15475.908	14664.8	13821.465	12947.658	12059.413	11184.938	2277.7487	1962.8046	3899.0152	4651.5402	5377.7041	6854.112	9891.61	10601.957	11293.756	11975.013	12654.374	13343.203	14054.83	14800.096	15585.569	16414.633	17285.403	18177.917	19040.059	19743.336
0.20206897	29866	29735.671	29139.114	27691.081	24755.473	23196.253	21516.543	19958.914	18506.481	15469.347	14657.984	13814.366	12940.342	12052.079	11177.849	2271.6483	1959.9603	3905.3699	4657.5996	5383.6304	6860.404	9897.5576	10607.723	11299.402	11980.605	12659.991	13348.953	14060.823	14806.402	15592.226	16421.658	17292.745	18185.291	19046.897	19749.393
0.40413793	29866	29732.197	29133.353	27685.029	24749.329	23189.501	21509.625	19952.904	18500.458	15462.784	14651.167	13807.266	12933.024	12044.745	11170.76	2265.5544	1957.1509	3911.7232	4663.6579	5389.5567	6866.6971	9903.5043	10613.488	11305.048	11986.198	12665.608	13354.704	14066.817	14812.709	15598.885	16428.684	17300.089	18192.665	19053.732	19755.446
0.6062069	29866	29727.285	29125.282	27676.556	24740.727	23180.046	21499.945	19944.493	18492.023	15453.595	14641.62	13797.323	12922.779	12034.478	11160.84	2257.0366	1953.2929	3920.6153	4672.1372	5397.8535	6875.5096	9911.8277	10621.558	11312.951	11994.027	12673.472	13362.757	14075.211	14821.542	15608.21	16438.525	17310.372	18202.986	19063.294	19763.912
0.80827586	29866	29720.685	29114.567	27665.318	24729.314	23167.495	21487.11	19933.34	18480.833	15441.401	14628.952	13784.129	12909.185	12020.861	11147.686	2245.7623	1948.3097	3932.4061	4683.3813	5408.8595	6887.2035	9922.8654	10632.26	11323.433	12004.412	12683.905	13373.443	14086.35	14833.264	15620.586	16451.584	17324.016	18216.674	19075.964	19775.129
1.0103448	29866	29712.26	29101.09	27651.198	24714.971	23151.717	21470.994	19919.333	18466.769	15426.075	14613.028	13767.545	12892.102	12003.756	11131.169	2231.6374	1942.2665	3947.2127	4697.502	5422.6876	6901.9022	9936.7279	10645.703	11336.601	12017.46	12697.015	13386.873	14100.353	14848.001	15636.144	16468.001	17341.166	18233.867	19091.862	19789.2
1.2124138	29866	29701.893	29084.793	27634.146	24697.643	23132.643	21451.545	19902.424	18449.778	15407.557	14593.785	13747.505	12871.464	11983.101	11111.233	2214.6386	1935.2936	3965.085	4714.5475	5439.3894	6919.6643	9953.4628	10661.934	11352.502	12033.218	12712.852	13403.101	14117.276	14865.812	15654.949	16487.843	17361.889	18254.624	19111.032	19806.162
1.4144828	29866	29689.466	29065.636	27614.134	24677.297	23110.234	21428.74	19882.591	18429.828	15385.809	14571.185	13723.97	12847.234	11958.864	11087.853	2194.7749	1927.5716	3986.0462	4734.5407	5458.9927	6940.5243	9973.0933	10680.976	11371.161	12051.712	12731.443	13422.158	14137.154	14886.734	15677.038	16511.15	17386.224	18278.974	19133.487	19826.024
1.6165517	29866	29674.854	29043.591	27591.146	24653.913	23084.46	21402.569	19859.822	18406.899	15360.81	14545.202	13696.913	12819.388	11931.029	11061.019	2172.0766	1919.3283	4010.1069	4757.4924	5481.5148	6964.5057	9995.6308	10702.841	11392.592	12072.958	12752.807	13444.065	14160.01	14910.792	15702.44	16537.951	17414.198	18306.933	19159.224	19848.782
1.8186207	29866	29657.927	29018.635	27565.172	24627.475	23055.298	21373.035	19834.113	18380.976	15332.539	14515.816	13666.314	12787.91	11899.587	11030.728	2146.5915	1910.8401	4037.27	4783.4065	5506.967	6991.6267	10021.08	10727.537	11416.802	12096.965	12776.956	13468.839	14185.863	14938.009	15731.176	16568.269	17445.831	18338.506	19188.232	19874.423
2.0206897	29866	29638.548	28990.744	27536.204	24597.972	23022.723	21340.143	19805.462	18352.048	15300.983	14483.009	13632.155	12752.785	11864.533	10996.984	2118.3858	1902.4346	4067.5338	4812.2826	5535.3581	7021.9026	10049.441	10755.066	11443.796	12123.739	12803.899	13496.492	14214.73	14968.402	15763.268	16602.124	17481.139	18373.693	19220.49	19902.927
2.2227586	29866	29616.577	28959.898	27504.24	24565.391	22986.715	21303.906	19773.87	18320.103	15266.125	14446.764	13594.42	12714.003	11825.866	10959.795	2087.546	1894.4948	4100.8932	4844.1175	5566.695	7055.3472	10080.713	10785.427	11473.577	12153.285	12833.644	13527.038	14246.628	15001.99	15798.733	16639.536	17520.137	18412.489	19255.97	19934.268
2.4248276	29866	29591.874	28926.078	27469.276	24529.723	22947.252	21264.338	19739.34	18285.133	15227.953	14407.067	13553.094	12671.556	11783.589	10919.17	2054.1835	1887.463	4137.3402	4878.9059	5600.9839	7091.9737	10114.889	10818.619	11506.145	12185.607	12866.2	13560.489	14281.571	15038.789	15837.59	16680.523	17562.839	18454.886	19294.641	19968.419
2.6268966	29866	29564.299	28889.263	27431.31	24490.956	22904.312	21221.462	19701.876	18247.13	15186.454	14363.9	13508.162	12625.434	11737.705	10875.125	2018.4411	1881.8449	4176.8645	4916.6407	5638.2306	7131.7946	10151.966	10854.639	11541.5	12220.707	12901.572	13596.857	14319.575	15078.817	15879.859	16725.104	17609.257	18500.873	19336.465	20005.346
2.8289655	29866	29533.718	28849.436	27390.341	24449.081	22857.871	21175.299	19661.48	18206.084	15141.612	14317.249	13459.609	12575.63	11688.222	10827.674	1980.5015	1878.213	4219.454	4957.3139	5678.4414	7174.8224	10191.934	10893.482	11579.641	12258.586	12939.767	13636.155	14360.658	15122.094	15925.559	16773.3	17659.403	18550.435	19381.401	20045.016
3.0310345	29866	29499.999	28806.578	27346.368	24404.086	22807.905	21125.878	19618.156	18161.988	15093.415	14267.095	13407.419	12522.138	11635.146	10776.836	1940.599	1877.2093	4265.0941	5000.9163	5721.6229	7221.0696	10234.787	10935.143	11620.566	12299.246	12980.793	13678.395	14404.835	15168.638	15974.712	16825.131	17713.29	18603.553	19429.401	20087.391
3.2331034	29866	29463.019	28760.674	27299.392	24355.96	22754.388	21073.232	19571.907	18114.833	15041.845	14213.422	13351.577	12464.951	11578.489	10722.632	1899.0346	1879.5461	4313.7688	5047.4383	5767.7826	7270.5486	10280.514	10979.617	11664.273	12342.689	13024.657	13723.593	14452.126	15218.47	16027.338	16880.618	17770.93	18660.203	19480.414	20132.432
3.4351724	29866	29422.665	28711.707	27249.412	24304.689	22697.294	21017.395	19522.736	18064.612	14986.889	14156.211	13292.065	12404.064	11518.261	10665.083	1856.1957	1886.0032	4365.4597	5096.8696	5816.9288	7323.2718	10329.106	11026.898	11710.76	12388.916	13071.368	13771.763	14502.549	15271.611	16083.461	16939.784	17832.332	18720.361	19534.382	20180.098
